hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
FALSE	FALSE	FALSE	TRUE	01	GO:0097638	L-arginine import across plasma membrane	0.00378	5	3	0.38	0.6	2.423	AN11188,AN5678,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0051177	meiotic sister chromatid cohesion	0.00378	5	3	0.38	0.6	2.423	AN1560,AN3946,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0051097	negative regulation of helicase activity	0.00378	5	3	0.38	0.6	2.423	AN12491,AN2491,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:0033567	DNA replication, Okazaki fragment processing	0.00378	5	3	0.38	0.6	2.423	AN10635,AN11721,AN2764
FALSE	FALSE	FALSE	TRUE	01	GO:0031401	positive regulation of protein modification process	0.00379	44	5	3.31	0.114	2.421	AN0349,AN1545,AN4163,AN4891,AN5814
FALSE	FALSE	FALSE	TRUE	01	GO:0010033	response to organic substance	0.0038	161	13	12.11	0.081	2.42	AN0235,AN10557,AN11015,AN12122,AN1797,AN4163,AN5105,AN6231,AN7436,AN7632,AN7695,AN8672,AN8782
FALSE	FALSE	FALSE	TRUE	01	GO:0046777	protein autophosphorylation	0.00462	10	4	0.75	0.4	2.335	AN0235,AN4163,AN6572,AN8216
FALSE	FALSE	FALSE	TRUE	01	GO:0042797	tRNA transcription by RNA polymerase III	0.00462	10	4	0.75	0.4	2.335	AN0192,AN0752,AN2415,AN2747
FALSE	FALSE	FALSE	TRUE	01	GO:0006366	transcription by RNA polymerase II	0.00553	265	35	19.93	0.132	2.257	AN0156,AN0191,AN0192,AN0327,AN0752,AN0770,AN0879,AN10105,AN10280,AN10362,AN10526,AN10832,AN10970,AN12045,AN1205,AN12122,AN1345,AN1369,AN1521,AN1560,AN1929,AN2172,AN2278,AN2285,AN2296,AN2747,AN4493,AN4785,AN4891,AN4932,AN5726,AN6223,AN6569,AN7820,AN8858
FALSE	FALSE	FALSE	TRUE	01	GO:0033523	histone H2B ubiquitination	0.00564	8	3	0.6	0.375	2.249	AN0770,AN2214,AN4891
FALSE	FALSE	FALSE	TRUE	01	GO:0006283	transcription-coupled nucleotide-excision repair	0.00683	11	4	0.83	0.364	2.166	AN10280,AN12045,AN12491,AN5235
FALSE	FALSE	FALSE	TRUE	01	GO:0045910	negative regulation of DNA recombination	0.00683	11	4	0.83	0.364	2.166	AN10063,AN4407,AN4493,AN7753
FALSE	FALSE	FALSE	TRUE	01	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.00705	52	16	3.91	0.308	2.152	AN0189,AN0305,AN1345,AN1434,AN1949,AN1964,AN2437,AN3172,AN3823,AN4226,AN4594,AN5340,AN5785,AN6556,AN9398,AN9468
FALSE	FALSE	FALSE	TRUE	01	GO:0072423	response to DNA damage checkpoint signaling	0.00713	6	3	0.45	0.5	2.147	AN11721,AN4571,AN5494
FALSE	FALSE	FALSE	TRUE	01	GO:0019631	quinate catabolic process	0.00713	6	3	0.45	0.5	2.147	AN1135,AN1137,AN1138
FALSE	FALSE	FALSE	TRUE	01	GO:0032581	ER-dependent peroxisome organization	0.00713	6	3	0.45	0.5	2.147	AN2279,AN2281,AN5692
FALSE	FALSE	FALSE	TRUE	01	GO:0034088	maintenance of mitotic sister chromatid cohesion	0.00713	6	3	0.45	0.5	2.147	AN6364,AN7465,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0031030	negative regulation of septation initiation signaling	0.00713	6	3	0.45	0.5	2.147	AN1545,AN4085,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	0.00867	92	14	6.92	0.152	2.062	AN0305,AN0910,AN10064,AN11008,AN1166,AN1797,AN4014,AN4202,AN4469,AN4905,AN5778,AN6145,AN7695,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0016579	protein deubiquitination	0.00892	18	5	1.35	0.278	2.05	AN10788,AN11102,AN4492,AN6354,AN6913
FALSE	FALSE	FALSE	TRUE	01	GO:0006284	base-excision repair	0.00964	12	4	0.9	0.333	2.016	AN3619,AN3947,AN6682,AN7435
FALSE	FALSE	FALSE	TRUE	01	GO:0006415	translational termination	0.00964	12	4	0.9	0.333	2.016	AN1162,AN12011,AN4015,AN6083
FALSE	FALSE	FALSE	TRUE	01	GO:0006348	chromatin silencing at telomere	0.00999	43	9	3.23	0.209	2	AN0091,AN2285,AN4493,AN4891,AN7723,AN7753,AN7994,AN8796,AN9399
FALSE	FALSE	FALSE	TRUE	01	GO:0045944	positive regulation of transcription by RNA polymerase II	0.0115	108	18	8.12	0.167	1.939	AN0156,AN0770,AN10280,AN10526,AN1205,AN1345,AN1560,AN2172,AN2285,AN2296,AN4493,AN4785,AN4891,AN5726,AN6223,AN6569,AN7820,AN8858
FALSE	FALSE	FALSE	TRUE	01	GO:0031297	replication fork processing	0.01164	12	7	0.9	0.583	1.934	AN10063,AN11721,AN1237,AN3619,AN4407,AN7753,AN8236
FALSE	FALSE	FALSE	TRUE	01	GO:0034314	Arp2/3 complex-mediated actin nucleation	0.01178	18	4	1.35	0.222	1.929	AN0290,AN0306,AN5778,AN8698
FALSE	FALSE	FALSE	TRUE	01	GO:0000729	DNA double-strand break processing	0.01179	7	3	0.53	0.429	1.928	AN11721,AN2214,AN3619
FALSE	FALSE	FALSE	TRUE	01	GO:1903464	negative regulation of mitotic cell cycle DNA replication	0.01179	7	3	0.53	0.429	1.928	AN0872,AN3450,AN4571
FALSE	FALSE	FALSE	TRUE	01	GO:0033313	meiotic cell cycle checkpoint	0.01179	7	3	0.53	0.429	1.928	AN0091,AN5494,AN5815
FALSE	FALSE	FALSE	TRUE	01	GO:0006368	transcription elongation from RNA polymerase II promoter	0.01298	36	8	2.71	0.222	1.887	AN10280,AN10526,AN12045,AN1205,AN1369,AN1929,AN4493,AN4891
FALSE	FALSE	FALSE	TRUE	01	GO:0006878	cellular copper ion homeostasis	0.01311	13	4	0.98	0.308	1.882	AN11956,AN3117,AN5008,AN7641
FALSE	FALSE	FALSE	TRUE	01	GO:0010520	regulation of reciprocal meiotic recombination	0.01311	13	4	0.98	0.308	1.882	AN10063,AN3619,AN4407,AN4493
FALSE	FALSE	FALSE	TRUE	01	GO:0016236	macroautophagy	0.01594	58	11	4.36	0.19	1.798	AN0156,AN10213,AN11004,AN1973,AN2280,AN4014,AN4493,AN5919,AN6629,AN7464,AN7695
FALSE	FALSE	FALSE	TRUE	01	GO:0032392	DNA geometric change	0.01609	12	3	0.9	0.25	1.793	AN11721,AN2491,AN5899
FALSE	FALSE	FALSE	TRUE	01	GO:0045892	negative regulation of transcription, DNA-templated	0.01638	151	27	11.36	0.179	1.786	AN0091,AN0156,AN0297,AN10280,AN10526,AN10635,AN10970,AN1237,AN1255,AN1929,AN2172,AN2285,AN3450,AN4166,AN4493,AN4891,AN4932,AN5494,AN6147,AN6223,AN7681,AN7723,AN7753,AN7994,AN8796,AN8858,AN9399
FALSE	FALSE	FALSE	TRUE	01	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	0.01728	14	4	1.05	0.286	1.762	AN0166,AN1560,AN3946,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0015804	neutral amino acid transport	0.01728	14	4	1.05	0.286	1.762	AN11188,AN5198,AN6590,AN8854
FALSE	FALSE	FALSE	TRUE	01	GO:0046854	phosphatidylinositol phosphorylation	0.01782	8	3	0.6	0.375	1.749	AN0156,AN10791,AN1136
FALSE	FALSE	FALSE	TRUE	01	GO:0046131	pyrimidine ribonucleoside metabolic process	0.01782	8	3	0.6	0.375	1.749	AN11146,AN5884,AN8216
FALSE	FALSE	FALSE	TRUE	01	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.02219	15	4	1.13	0.267	1.654	AN0305,AN1434,AN5340,AN6556
FALSE	FALSE	FALSE	TRUE	01	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.02219	15	4	1.13	0.267	1.654	AN0305,AN1434,AN5785,AN6556
FALSE	FALSE	FALSE	TRUE	01	GO:0006896	Golgi to vacuole transport	0.02219	15	4	1.13	0.267	1.654	AN11913,AN1973,AN4014,AN7993
FALSE	FALSE	FALSE	TRUE	01	GO:0043087	regulation of GTPase activity	0.02219	15	4	1.13	0.267	1.654	AN1545,AN6533,AN6590,AN6825
FALSE	FALSE	FALSE	TRUE	01	GO:0000070	mitotic sister chromatid segregation	0.02449	84	18	6.32	0.214	1.611	AN0166,AN0814,AN1182,AN1223,AN1560,AN3111,AN3363,AN3451,AN3946,AN4996,AN5495,AN5815,AN5899,AN6364,AN7296,AN7465,AN7499,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.02464	110	14	8.27	0.127	1.608	AN0305,AN0910,AN10064,AN11008,AN1166,AN1797,AN2278,AN2763,AN4014,AN4202,AN4469,AN5778,AN6145,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0006301	postreplication repair	0.02499	20	7	1.5	0.35	1.602	AN0091,AN0304,AN3909,AN4555,AN6682,AN7439,AN8702
FALSE	FALSE	FALSE	TRUE	01	GO:0043392	negative regulation of DNA binding	0.02525	9	3	0.68	0.333	1.598	AN3450,AN4407,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:1904262	negative regulation of TORC1 signaling	0.02525	9	3	0.68	0.333	1.598	AN6590,AN7506,AN7695
FALSE	FALSE	FALSE	TRUE	01	GO:0000727	double-strand break repair via break-induced replication	0.02525	9	3	0.68	0.333	1.598	AN2491,AN5901,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:1902440	protein localization to mitotic spindle pole body	0.02525	9	3	0.68	0.333	1.598	AN11032,AN1560,AN4085
FALSE	FALSE	FALSE	TRUE	01	GO:0005978	glycogen biosynthetic process	0.02525	9	3	0.68	0.333	1.598	AN2314,AN2867,AN4536
FALSE	FALSE	FALSE	TRUE	01	GO:0000724	double-strand break repair via homologous recombination	0.03012	33	8	2.48	0.242	1.521	AN0304,AN10063,AN10523,AN1237,AN2491,AN4407,AN5901,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:2001251	negative regulation of chromosome organization	0.03017	44	11	3.31	0.25	1.52	AN0091,AN10489,AN2491,AN3946,AN4493,AN5495,AN5815,AN7296,AN7753,AN7994,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0000725	recombinational repair	0.03021	37	10	2.78	0.27	1.52	AN0091,AN0304,AN10063,AN10523,AN1237,AN2491,AN3619,AN4407,AN5901,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:0000398	mRNA splicing, via spliceosome	0.03024	45	8	3.38	0.178	1.519	AN10280,AN10557,AN10944,AN1992,AN4523,AN5779,AN6681,AN8857
FALSE	FALSE	FALSE	TRUE	01	GO:0000731	DNA synthesis involved in DNA repair	0.03037	15	6	1.13	0.4	1.518	AN0304,AN10755,AN3909,AN6682,AN7325,AN7439
FALSE	FALSE	FALSE	TRUE	01	GO:0055082	cellular chemical homeostasis	0.03041	128	14	9.63	0.109	1.517	AN10367,AN11956,AN1797,AN1876,AN2867,AN3117,AN3624,AN4014,AN4932,AN5008,AN5786,AN7464,AN7641,AN7993
FALSE	FALSE	FALSE	TRUE	01	GO:0065004	protein-DNA complex assembly	0.03042	63	9	4.74	0.143	1.517	AN0872,AN10489,AN2491,AN3116,AN4407,AN4891,AN7440,AN7723,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:0006555	methionine metabolic process	0.0305	25	5	1.88	0.2	1.516	AN1222,AN1263,AN1446,AN5820,AN5883
FALSE	FALSE	FALSE	TRUE	01	GO:1900247	regulation of cytoplasmic translational elongation	0.03055	9	3	0.68	0.333	1.515	AN0191,AN4015,AN6283
FALSE	FALSE	FALSE	TRUE	01	GO:0046503	glycerolipid catabolic process	0.03058	13	3	0.98	0.231	1.515	AN2481,AN5919,AN7180
FALSE	FALSE	FALSE	TRUE	01	GO:0006446	regulation of translational initiation	0.03404	16	4	1.2	0.25	1.468	AN0167,AN1521,AN4015,AN4163
FALSE	FALSE	FALSE	TRUE	01	GO:0046185	aldehyde catabolic process	0.03409	10	3	0.75	0.3	1.467	AN11015,AN7632,AN8782
FALSE	FALSE	FALSE	TRUE	01	GO:1901701	cellular response to oxygen-containing compound	0.03426	97	8	7.29	0.082	1.465	AN10557,AN11015,AN1797,AN1929,AN4163,AN6231,AN7632,AN8782
FALSE	FALSE	FALSE	TRUE	01	GO:0034501	protein localization to kinetochore	0.03433	17	4	1.28	0.235	1.464	AN2054,AN3946,AN5815,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0030150	protein import into mitochondrial matrix	0.03433	17	4	1.28	0.235	1.464	AN0349,AN4633,AN5693,AN6510
FALSE	FALSE	FALSE	TRUE	01	GO:0006383	transcription by RNA polymerase III	0.04365	26	9	1.96	0.346	1.36	AN0192,AN0752,AN2235,AN2415,AN2747,AN3116,AN7681,AN8796,AN9125
FALSE	FALSE	FALSE	TRUE	01	GO:0031929	TOR signaling	0.04398	31	7	2.33	0.226	1.357	AN11188,AN1850,AN5814,AN6590,AN7506,AN7695,AN8796
FALSE	FALSE	FALSE	TRUE	01	GO:0034613	cellular protein localization	0.04416	414	63	31.13	0.152	1.355	AN0235,AN0349,AN0814,AN10105,AN10213,AN10453,AN10526,AN10788,AN10943,AN11004,AN11032,AN11136,AN1163,AN11775,AN1223,AN12491,AN1341,AN1345,AN1511,AN1560,AN1973,AN2054,AN2281,AN2326,AN2418,AN2480,AN3012,AN3172,AN3455,AN3594,AN3842,AN3946,AN4053,AN4085,AN4087,AN4493,AN4633,AN4978,AN5105,AN5113,AN5494,AN5693,AN5815,AN6006,AN6147,AN6306,AN6364,AN6510,AN6556,AN6590,AN6591,AN6632,AN7285,AN7296,AN7465,AN7499,AN7695,AN8672,AN8702,AN8796,AN9124,AN9398,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	0.04432	11	3	0.83	0.273	1.353	AN2491,AN7723,AN7994
FALSE	FALSE	FALSE	TRUE	01	GO:0006221	pyrimidine nucleotide biosynthetic process	0.04432	11	3	0.83	0.273	1.353	AN0490,AN4258,AN8216
FALSE	FALSE	FALSE	TRUE	01	GO:0016239	positive regulation of macroautophagy	0.04432	11	3	0.83	0.273	1.353	AN4014,AN4493,AN7695
FALSE	FALSE	FALSE	TRUE	01	GO:0006730	one-carbon metabolic process	0.04432	11	3	0.83	0.273	1.353	AN10901,AN1263,AN5883
FALSE	FALSE	FALSE	TRUE	01	GO:0006407	rRNA export from nucleus	0.04432	11	3	0.83	0.273	1.353	AN3172,AN4087,AN6632
FALSE	FALSE	FALSE	TRUE	01	GO:0000278	mitotic cell cycle	0.04478	263	55	19.78	0.209	1.349	AN0091,AN0166,AN0290,AN0814,AN0872,AN10635,AN10755,AN11032,AN11721,AN1182,AN1207,AN1223,AN1237,AN1545,AN1560,AN2491,AN2764,AN3111,AN3363,AN3450,AN3451,AN3619,AN3622,AN3946,AN4085,AN4163,AN4407,AN4453,AN4493,AN4555,AN4571,AN4632,AN4961,AN4996,AN5494,AN5495,AN5778,AN5815,AN5820,AN5899,AN6044,AN6145,AN6147,AN6364,AN6590,AN7296,AN7325,AN7439,AN7465,AN7499,AN8236,AN8783,AN8844,AN9435,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0000280	nuclear division	0.04639	164	33	12.33	0.201	1.334	AN0091,AN0166,AN0814,AN10063,AN11032,AN1182,AN1223,AN1237,AN1545,AN1560,AN1797,AN3111,AN3363,AN3451,AN3619,AN3846,AN3946,AN4085,AN4407,AN4493,AN4571,AN4632,AN4940,AN4996,AN5494,AN5495,AN5815,AN5899,AN6364,AN7296,AN7465,AN7499,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0006406	mRNA export from nucleus	0.04831	24	5	1.8	0.208	1.316	AN10526,AN12491,AN4053,AN4978,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0051094	positive regulation of developmental process	0.0484	49	6	3.68	0.122	1.315	AN0910,AN1545,AN4163,AN4719,AN4873,AN9467
FALSE	FALSE	FALSE	TRUE	01	GO:0042219	cellular modified amino acid catabolic process	0.04842	11	3	0.83	0.273	1.315	AN1263,AN5658,AN5919
FALSE	FALSE	FALSE	TRUE	01	GO:0042454	ribonucleoside catabolic process	0.04848	5	2	0.38	0.4	1.314	AN11146,AN1263
FALSE	FALSE	FALSE	TRUE	01	GO:0032780	negative regulation of ATPase activity	0.04848	5	2	0.38	0.4	1.314	AN12491,AN2491
FALSE	FALSE	FALSE	TRUE	01	GO:0051455	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	0.04848	5	2	0.38	0.4	1.314	AN1560,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0043647	inositol phosphate metabolic process	0.04848	5	2	0.38	0.4	1.314	AN0156,AN1136
FALSE	FALSE	FALSE	TRUE	01	GO:0001731	formation of translation preinitiation complex	0.04848	5	2	0.38	0.4	1.314	AN2992,AN8712
FALSE	FALSE	FALSE	TRUE	01	GO:0051194	positive regulation of cofactor metabolic process	0.04848	5	2	0.38	0.4	1.314	AN7820,AN8770
FALSE	FALSE	FALSE	TRUE	01	GO:0030836	positive regulation of actin filament depolymerization	0.04848	5	2	0.38	0.4	1.314	AN0290,AN0999
FALSE	FALSE	FALSE	TRUE	01	GO:0050667	homocysteine metabolic process	0.04848	5	2	0.38	0.4	1.314	AN1446,AN5820
FALSE	FALSE	FALSE	TRUE	01	GO:0000266	mitochondrial fission	0.04848	5	2	0.38	0.4	1.314	AN4492,AN6225
FALSE	FALSE	FALSE	TRUE	01	GO:0010958	regulation of amino acid import across plasma membrane	0.04848	5	2	0.38	0.4	1.314	AN11188,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0051230	spindle disassembly	0.04848	5	2	0.38	0.4	1.314	AN1182,AN3363
FALSE	FALSE	FALSE	TRUE	01	GO:0018410	C-terminal protein amino acid modification	0.04848	5	2	0.38	0.4	1.314	AN11004,AN6162
FALSE	FALSE	FALSE	TRUE	01	GO:0016572	histone phosphorylation	0.04848	5	2	0.38	0.4	1.314	AN3946,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0051037	regulation of transcription involved in meiotic cell cycle	0.04848	5	2	0.38	0.4	1.314	AN2172,AN4493
FALSE	FALSE	FALSE	TRUE	01	GO:0006359	regulation of transcription by RNA polymerase III	0.04848	5	2	0.38	0.4	1.314	AN3116,AN7681
FALSE	FALSE	FALSE	TRUE	01	GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	0.04848	5	2	0.38	0.4	1.314	AN5495,AN5815
FALSE	FALSE	FALSE	TRUE	01	GO:0006658	phosphatidylserine metabolic process	0.04848	5	2	0.38	0.4	1.314	AN0910,AN5919
FALSE	FALSE	FALSE	TRUE	01	GO:1904064	positive regulation of cation transmembrane transport	0.04848	5	2	0.38	0.4	1.314	AN11188,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0008298	intracellular mRNA localization	0.04848	5	2	0.38	0.4	1.314	AN10280,AN6556
FALSE	FALSE	FALSE	TRUE	01	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.04848	5	2	0.38	0.4	1.314	AN1521,AN6632
FALSE	FALSE	FALSE	TRUE	01	GO:0010821	regulation of mitochondrion organization	0.04848	5	2	0.38	0.4	1.314	AN0910,AN8257
FALSE	FALSE	FALSE	TRUE	01	GO:0006409	tRNA export from nucleus	0.04848	5	2	0.38	0.4	1.314	AN3012,AN3455
FALSE	FALSE	FALSE	TRUE	01	GO:1905634	regulation of protein localization to chromatin	0.04848	5	2	0.38	0.4	1.314	AN7296,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0019543	propionate catabolic process	0.04848	5	2	0.38	0.4	1.314	AN1619,AN8755
FALSE	FALSE	FALSE	TRUE	01	GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	0.04956	25	5	1.88	0.2	1.305	AN0910,AN10064,AN1797,AN2278,AN5105
FALSE	FALSE	FALSE	TRUE	01	GO:0043486	histone exchange	0.04966	19	4	1.43	0.211	1.304	AN0327,AN2285,AN4891,AN7440
FALSE	FALSE	FALSE	TRUE	01	GO:0036244	cellular response to neutral pH	0.04966	19	4	1.43	0.211	1.304	AN0910,AN10064,AN1797,AN2278
FALSE	FALSE	TRUE	FALSE	02	GO:0006812	cation transport	0.012	188	4	0.86	0.021	1.921	AN10876,AN5347,AN5636,AN6769
FALSE	FALSE	TRUE	FALSE	02	GO:0043419	urea catabolic process	0.023	5	1	0.02	0.2	1.638	AN10079
FALSE	FALSE	TRUE	FALSE	02	GO:1902405	mitotic actomyosin contractile ring localization	0.023	5	1	0.02	0.2	1.638	AN9463
FALSE	FALSE	TRUE	FALSE	02	GO:0006465	signal peptide processing	0.023	5	1	0.02	0.2	1.638	AN11133
FALSE	FALSE	TRUE	FALSE	02	GO:0071805	potassium ion transmembrane transport	0.027	6	1	0.03	0.167	1.569	AN5636
FALSE	FALSE	TRUE	FALSE	02	GO:0072741	protein localization to cell division site	0.027	6	1	0.03	0.167	1.569	AN9463
FALSE	FALSE	TRUE	FALSE	02	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	0.027	6	1	0.03	0.167	1.569	AN2306
FALSE	FALSE	TRUE	FALSE	02	GO:1900793	shamixanthone biosynthetic process	0.027	6	1	0.03	0.167	1.569	AN6784
FALSE	FALSE	TRUE	FALSE	02	GO:0055085	transmembrane transport	0.031	742	8	3.4	0.011	1.509	AN0429,AN0739,AN10876,AN1481,AN5347,AN5551,AN5636,AN6769
FALSE	FALSE	TRUE	FALSE	02	GO:0030835	negative regulation of actin filament depolymerization	0.032	7	1	0.03	0.143	1.495	AN9463
FALSE	FALSE	TRUE	FALSE	02	GO:0045039	protein import into mitochondrial inner membrane	0.036	8	1	0.04	0.125	1.444	AN0429
FALSE	FALSE	TRUE	FALSE	02	GO:0031048	chromatin silencing by small RNA	0.036	8	1	0.04	0.125	1.444	AN9120
FALSE	FALSE	TRUE	FALSE	02	GO:1900772	fumitremorgin B biosynthetic process	0.041	9	1	0.04	0.111	1.387	AN6784
FALSE	FALSE	TRUE	FALSE	02	GO:0045040	protein import into mitochondrial outer membrane	0.041	9	1	0.04	0.111	1.387	AN0429
FALSE	FALSE	TRUE	FALSE	02	GO:0018342	protein prenylation	0.041	9	1	0.04	0.111	1.387	AN6784
FALSE	FALSE	TRUE	FALSE	02	GO:0051017	actin filament bundle assembly	0.045	10	1	0.05	0.1	1.347	AN9463
FALSE	FALSE	TRUE	FALSE	02	GO:0072697	protein localization to cell cortex	0.045	10	1	0.05	0.1	1.347	AN9463
FALSE	FALSE	TRUE	TRUE	03	GO:0006506	GPI anchor biosynthetic process	0.0014	24	3	0.22	0.125	2.854	AN0636,AN5011,AN6589
