hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	pathway_id	Pathway_Name	Gene_Found	Gene_Pathway	Percentage	pvalue	pvalueAdj	geneIds
FALSE	FALSE	TRUE	TRUE	3	01130	Biosynthesis of antibiotics	5	263	0.02	0.0482523558906473	0.191501537441006	AN2621.2/AN2622.2/AN3466.2/AN3634.2/AN7000.2
FALSE	TRUE	FALSE	FALSE	4	00904	Diterpenoid biosynthesis	1	1	1	0	0	AN1598.2
FALSE	TRUE	FALSE	FALSE	4	04139	Mitophagy - yeast	3	31	0.1	0.0015652218159814	0.0993915853148187	AN0040.2/AN0821.2/AN8874.2
FALSE	TRUE	FALSE	FALSE	4	04144	Endocytosis	3	64	0.05	0.020187654945776	0.291696525813112	AN0255.2/AN3003.2/AN4951.2
FALSE	TRUE	FALSE	FALSE	4	03420	Nucleotide excision repair	2	36	0.06	0.0214815158863601	0.291696525813112	AN0138.2/AN8713.2
FALSE	TRUE	FALSE	FALSE	4	00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1	15	0.07	0.0257786546277318	0.291696525813112	AN6496.2
FALSE	TRUE	FALSE	FALSE	4	03018	RNA degradation	2	43	0.05	0.0339740080120515	0.291696525813112	AN4000.2/AN6089.2
FALSE	TRUE	FALSE	FALSE	4	03410	Base excision repair	1	18	0.06	0.0362878260623701	0.291696525813112	AN5479.2
FALSE	TRUE	FALSE	FALSE	4	00790	Folate biosynthesis	1	19	0.05	0.0400944574274957	0.291696525813112	AN3840.2
FALSE	TRUE	FALSE	FALSE	4	00010	Glycolysis / Gluconeogenesis	2	46	0.04	0.0402394127317885	0.291696525813112	AN2583.2/AN3059.2
FALSE	TRUE	FALSE	FALSE	4	03015	mRNA surveillance pathway	2	46	0.04	0.0402394127317885	0.291696525813112	AN4000.2/AN8853.2
FALSE	TRUE	FALSE	FALSE	4	03020	RNA polymerase	1	20	0.05	0.0440423147957255	0.291696525813112	AN8272.2
FALSE	TRUE	FALSE	TRUE	5	00660	C5-Branched dibasic acid metabolism	2	5	0.4	0.00181261087514879	0.110021303695125	AN0912.2/AN4430.2
FALSE	TRUE	FALSE	TRUE	5	01100	Metabolic pathways	51	901	0.06	0.00278766703241154	0.110021303695125	AN0104.2/AN0156.2/AN0240.2/AN0271.2/AN0357.2/AN0809.2/AN0912.2/AN1193.2/AN1246.2/AN1376.2/AN1523.2/AN2235.2/AN2464.2/AN2653.2/AN2666.2/AN2723.2/AN2896.2/AN2981.2/AN3033.2/AN3058.2/AN3459.2/AN3837.2/AN3866.2/AN3879.2/AN3954.2/AN4269.2/AN4303.2/AN4430.2/AN4464.2/AN4525.2/AN4690.2/AN4830.2/AN4864.2/AN5162.2/AN5206.2/AN5613.2/AN5698.2/AN5790.2/AN5916.2/AN5959.2/AN5984.2/AN6168.2/AN6211.2/AN6506.2/AN6521.2/AN7108.2/AN7603.2/AN8275.2/AN8396.2/AN8790.2/AN8861.2
FALSE	TRUE	FALSE	TRUE	5	01200	Carbon metabolism	13	111	0.12	0.0028931244615958	0.110021303695125	AN0240.2/AN1193.2/AN1246.2/AN2981.2/AN3058.2/AN3866.2/AN3954.2/AN5162.2/AN5790.2/AN5916.2/AN6168.2/AN7108.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	00592	alpha-Linolenic acid metabolism	2	6	0.33	0.00346523791165749	0.110021303695125	AN5698.2/AN6211.2
FALSE	TRUE	FALSE	TRUE	5	03430	Mismatch repair	4	21	0.19	0.00594445237422772	0.129553905656903	AN5006.2/AN6300.2/AN6517.2/AN7423.2
FALSE	TRUE	FALSE	TRUE	5	03030	DNA replication	5	30	0.17	0.006377542388192	0.129553905656903	AN3033.2/AN5114.2/AN6300.2/AN6517.2/AN7423.2
FALSE	TRUE	FALSE	TRUE	5	04138	Autophagy - yeast	8	63	0.13	0.00840329133989376	0.129553905656903	AN0156.2/AN0576.2/AN1335.2/AN2246.2/AN5491.2/AN6305.2/AN6360.2/AN7591.2
FALSE	TRUE	FALSE	TRUE	5	00232	Caffeine metabolism	1	3	0.33	0.00988261693078377	0.129553905656903	AN5613.2
FALSE	TRUE	FALSE	TRUE	5	00440	Phosphonate and phosphinate metabolism	1	3	0.33	0.00988261693078377	0.129553905656903	AN4303.2
FALSE	TRUE	FALSE	TRUE	5	01210	2-Oxocarboxylic acid metabolism	6	43	0.14	0.0102010949336144	0.129553905656903	AN0912.2/AN4430.2/AN5206.2/AN5790.2/AN6521.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	03060	Protein export	3	17	0.18	0.0145668835008118	0.131382642518434	AN0417.2/AN0643.2/AN0834.2
FALSE	TRUE	FALSE	TRUE	5	00030	Pentose phosphate pathway	4	26	0.15	0.0150576296407997	0.131382642518434	AN0240.2/AN2981.2/AN3954.2/AN7995.2
FALSE	TRUE	FALSE	TRUE	5	00480	Glutathione metabolism	4	26	0.15	0.0150576296407997	0.131382642518434	AN2981.2/AN3255.2/AN3459.2/AN3954.2
FALSE	TRUE	FALSE	TRUE	5	03420	Nucleotide excision repair	5	36	0.14	0.0155176349431221	0.131382642518434	AN4283.2/AN5569.2/AN6300.2/AN6517.2/AN7423.2
FALSE	TRUE	FALSE	TRUE	5	04145	Phagosome	5	36	0.14	0.0155176349431221	0.131382642518434	AN0118.2/AN0316.2/AN0417.2/AN6542.2/AN7603.2
FALSE	TRUE	FALSE	TRUE	5	00590	Arachidonic acid metabolism	1	4	0.25	0.0189887278037443	0.141856966533855	AN6211.2
FALSE	TRUE	FALSE	TRUE	5	00591	Linoleic acid metabolism	1	4	0.25	0.0189887278037443	0.141856966533855	AN6211.2
FALSE	TRUE	FALSE	TRUE	5	00020	Citrate cycle (TCA cycle)	4	28	0.14	0.0204221287464916	0.144089463933579	AN1193.2/AN5162.2/AN5790.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	03020	RNA polymerase	3	20	0.15	0.0257724622230181	0.163655135116165	AN0809.2/AN2235.2/AN4269.2
FALSE	TRUE	FALSE	TRUE	5	04136	Autophagy - other	3	20	0.15	0.0257724622230181	0.163655135116165	AN0576.2/AN1335.2/AN5491.2
FALSE	TRUE	FALSE	TRUE	5	01130	Biosynthesis of antibiotics	20	263	0.08	0.0297730476241372	0.167807143258511	AN0240.2/AN1193.2/AN1246.2/AN2981.2/AN3058.2/AN3866.2/AN3954.2/AN4430.2/AN4464.2/AN5162.2/AN5206.2/AN5698.2/AN5790.2/AN5916.2/AN5959.2/AN5984.2/AN6506.2/AN6521.2/AN7108.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	00290	Valine, leucine and isoleucine biosynthesis	3	21	0.14	0.0303902700389429	0.167807143258511	AN0912.2/AN3866.2/AN4430.2
FALSE	TRUE	FALSE	TRUE	5	00640	Propanoate metabolism	3	21	0.14	0.0303902700389429	0.167807143258511	AN1193.2/AN5916.2/AN6639.2
FALSE	TRUE	FALSE	TRUE	5	00300	Lysine biosynthesis	2	13	0.15	0.0362980996358178	0.184394346149954	AN5206.2/AN6521.2
FALSE	TRUE	FALSE	TRUE	5	00670	One carbon pool by folate	2	13	0.15	0.0362980996358178	0.184394346149954	AN3058.2/AN4464.2
FALSE	TRUE	FALSE	TRUE	5	01230	Biosynthesis of amino acids	11	127	0.09	0.0459824158163692	0.224606415718419	AN0240.2/AN0912.2/AN1246.2/AN2723.2/AN3058.2/AN3866.2/AN4430.2/AN5206.2/AN5790.2/AN6521.2/AN8275.2
FALSE	TRUE	TRUE	FALSE	6	03040	Spliceosome	1	80	0.01	0	0	AN2420.2
FALSE	TRUE	TRUE	TRUE	7	03013	RNA transport	3	81	0.04	0.00196481585257707	0.103301035913624	AN0134.2/AN1486.2/AN8191.2
FALSE	TRUE	TRUE	TRUE	7	00061	Fatty acid biosynthesis	1	15	0.07	0.00494934531325243	0.103301035913624	AN9407.2
FALSE	TRUE	TRUE	TRUE	7	04070	Phosphatidylinositol signaling system	1	15	0.07	0.00494934531325243	0.103301035913624	AN2766.2
FALSE	TRUE	TRUE	TRUE	7	04011	MAPK signaling pathway - yeast	2	61	0.03	0.00828470506833365	0.103301035913624	AN0134.2/AN2766.2
FALSE	TRUE	TRUE	TRUE	7	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.00872797130222532	0.103301035913624	AN3817.2
FALSE	TRUE	TRUE	TRUE	7	03008	Ribosome biogenesis in eukaryotes	2	64	0.03	0.00943031556142969	0.103301035913624	AN0247.2/AN1486.2
FALSE	TRUE	TRUE	TRUE	7	04144	Endocytosis	2	64	0.03	0.00943031556142969	0.103301035913624	AN2766.2/AN3696.2
FALSE	TRUE	TRUE	TRUE	7	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00959723584351994	0.103301035913624	AN0840.2
FALSE	TRUE	TRUE	TRUE	7	04111	Cell cycle - yeast	2	73	0.03	0.0133857236430107	0.103301035913624	AN0134.2/AN9424.2
FALSE	TRUE	TRUE	TRUE	7	00562	Inositol phosphate metabolism	1	26	0.04	0.0144770649932378	0.103301035913624	AN2766.2
FALSE	TRUE	TRUE	TRUE	7	00230	Purine metabolism	2	80	0.02	0.017006886278249	0.113677608280928	AN3626.2/AN3913.2
FALSE	TRUE	TRUE	TRUE	7	04139	Mitophagy - yeast	1	31	0.03	0.0201919237171696	0.115759116801089	AN2766.2
FALSE	TRUE	TRUE	TRUE	7	01212	Fatty acid metabolism	1	36	0.03	0.026671653743355	0.122994226218946	AN9407.2
FALSE	TRUE	TRUE	TRUE	7	00620	Pyruvate metabolism	1	40	0.02	0.0323617993479911	0.130188413545058	AN0840.2
FALSE	TRUE	TRUE	TRUE	7	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0369038022647409	0.130188413545058	AN0840.2
FALSE	TRUE	TRUE	TRUE	7	03018	RNA degradation	1	43	0.02	0.0369038022647409	0.130188413545058	AN5001.2
FALSE	TRUE	TRUE	TRUE	7	04120	Ubiquitin mediated proteolysis	1	50	0.02	0.0483397322721054	0.148420766354725	AN2861.2
TRUE	FALSE	FALSE	FALSE	8	01100	Metabolic pathways	9	901	0.01	0.000250361096045286	0.0317958591977513	AN0913.2/AN2910.2/AN2988.2/AN3309.2/AN4770.2/AN5435.2/AN5444.2/AN7358.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	8	00053	Ascorbate and aldarate metabolism	1	8	0.12	0.00086536790096072	0.0549508617110057	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	04070	Phosphatidylinositol signaling system	1	15	0.07	0.00315069539596416	0.0647231269264085	AN0913.2
TRUE	FALSE	FALSE	FALSE	8	00920	Sulfur metabolism	1	17	0.06	0.00404675029553145	0.0647231269264085	AN4770.2
TRUE	FALSE	FALSE	FALSE	8	00500	Starch and sucrose metabolism	2	63	0.03	0.00466076052221178	0.0647231269264085	AN3309.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	8	00340	Histidine metabolism	1	19	0.05	0.00504569001268045	0.0647231269264085	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00614479320946901	0.0647231269264085	AN7358.2
TRUE	FALSE	FALSE	FALSE	8	00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1	22	0.05	0.00673107108369617	0.0647231269264085	AN5444.2
TRUE	FALSE	FALSE	FALSE	8	00770	Pantothenate and CoA biosynthesis	1	23	0.04	0.00734139471804128	0.0647231269264085	AN7358.2
TRUE	FALSE	FALSE	FALSE	8	00310	Lysine degradation	1	25	0.04	0.00863288444637973	0.0647231269264085	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00460	Cyanoamino acid metabolism	1	25	0.04	0.00863288444637973	0.0647231269264085	AN7396.2
TRUE	FALSE	FALSE	FALSE	8	00071	Fatty acid degradation	1	26	0.04	0.00931341153451342	0.0647231269264085	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00480	Glutathione metabolism	1	26	0.04	0.00931341153451342	0.0647231269264085	AN2988.2
TRUE	FALSE	FALSE	FALSE	8	00562	Inositol phosphate metabolism	1	26	0.04	0.00931341153451342	0.0647231269264085	AN0913.2
TRUE	FALSE	FALSE	FALSE	8	00410	beta-Alanine metabolism	1	27	0.04	0.010016706305286	0.0647231269264085	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	04139	Mitophagy - yeast	1	31	0.03	0.013051385779247	0.0690635830818489	AN2939.2
TRUE	FALSE	FALSE	FALSE	8	00561	Glycerolipid metabolism	1	33	0.03	0.0146973918617106	0.0746627506574897	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00280	Valine, leucine and isoleucine degradation	1	39	0.03	0.020122014639934	0.0747178582336801	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00620	Pyruvate metabolism	1	40	0.02	0.0210941158158865	0.0747178582336801	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00380	Tryptophan metabolism	1	41	0.02	0.0220849112452226	0.0747178582336801	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	01110	Biosynthesis of secondary metabolites	4	358	0.01	0.0233144078501055	0.0747178582336801	AN5435.2/AN5444.2/AN7358.2/AN7396.2
TRUE	FALSE	FALSE	FALSE	8	00330	Arginine and proline metabolism	1	43	0.02	0.0241215132880385	0.0747178582336801	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	00564	Glycerophospholipid metabolism	1	43	0.02	0.0241215132880385	0.0747178582336801	AN0913.2
TRUE	FALSE	FALSE	FALSE	8	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0241215132880385	0.0747178582336801	AN7358.2
TRUE	FALSE	FALSE	FALSE	8	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.0273099995319113	0.0797714254136104	AN5435.2
TRUE	FALSE	FALSE	FALSE	8	01230	Biosynthesis of amino acids	2	127	0.02	0.0293619075295869	0.0797714254136104	AN5444.2/AN7358.2
TRUE	FALSE	FALSE	FALSE	8	00260	Glycine, serine and threonine metabolism	1	48	0.02	0.0295217086176353	0.0797714254136104	AN5444.2
TRUE	FALSE	FALSE	FALSE	8	01130	Biosynthesis of antibiotics	3	263	0.01	0.0393439226884361	0.094965818474758	AN5435.2/AN5444.2/AN7358.2
TRUE	FALSE	FALSE	TRUE	9	04111	Cell cycle - yeast	6	73	0.08	0.00028374266199875	0.0360353180738412	AN2439.2/AN3710.2/AN4265.2/AN5057.2/AN6217.2/AN7465.2
TRUE	FALSE	FALSE	TRUE	9	04933	AGE-RAGE signaling pathway in diabetic complications	1	10	0.1	0.0144291875367007	0.307048228669945	AN4668.2
TRUE	FALSE	FALSE	TRUE	9	00020	Citrate cycle (TCA cycle)	2	28	0.07	0.0147065668296116	0.307048228669945	AN1003.2/AN6499.2
TRUE	FALSE	FALSE	TRUE	9	04139	Mitophagy - yeast	2	31	0.06	0.0193338578340222	0.307048228669945	AN2055.2/AN4668.2
TRUE	FALSE	FALSE	TRUE	9	00730	Thiamine metabolism	1	14	0.07	0.0277125878350377	0.307048228669945	AN3928.2
TRUE	FALSE	FALSE	TRUE	9	04070	Phosphatidylinositol signaling system	1	15	0.07	0.0315686277276273	0.307048228669945	AN8288.2
TRUE	FALSE	FALSE	TRUE	9	00760	Nicotinate and nicotinamide metabolism	1	18	0.06	0.0442710646952457	0.307048228669945	AN1745.2
TRUE	FALSE	FALSE	TRUE	9	00910	Nitrogen metabolism	1	18	0.06	0.0442710646952457	0.307048228669945	AN7331.2
TRUE	FALSE	FALSE	TRUE	9	03410	Base excision repair	1	18	0.06	0.0442710646952457	0.307048228669945	AN6069.2
TRUE	FALSE	FALSE	TRUE	9	00790	Folate biosynthesis	1	19	0.05	0.0488542142314644	0.307048228669945	AN4384.2
TRUE	FALSE	TRUE	FALSE	10	00061	Fatty acid biosynthesis	1	15	0.07	4.98000645977981e-05	0.00632460820392036	AN3380.2
TRUE	FALSE	TRUE	FALSE	10	00562	Inositol phosphate metabolism	1	26	0.04	0.000152504833230099	0.00968405691011131	AN4140.2
TRUE	FALSE	TRUE	FALSE	10	01212	Fatty acid metabolism	1	36	0.03	0.00029278154082095	0.0123944185614202	AN3380.2
TRUE	FALSE	TRUE	TRUE	11	00130	Ubiquinone and other terpenoid-quinone biosynthesis	3	10	0.3	2.9453458386763e-05	0.0037405892151189	AN1140.2/AN1999.2/AN4569.2
TRUE	FALSE	TRUE	TRUE	11	01100	Metabolic pathways	24	901	0.03	0.000104046036940947	0.00660692334575016	AN0034.2/AN0567.2/AN1140.2/AN1923.2/AN1999.2/AN2359.2/AN2446.2/AN2509.2/AN2858.2/AN2859.2/AN3569.2/AN3733.2/AN3933.2/AN4058.2/AN4372.2/AN4424.2/AN4569.2/AN4716.2/AN4923.2/AN5077.2/AN7028.2/AN8657.2/AN8763.2/AN9116.2
TRUE	FALSE	TRUE	TRUE	11	00040	Pentose and glucuronate interconversions	3	36	0.08	0.00536121380481771	0.193100071766967	AN2858.2/AN2859.2/AN4372.2
TRUE	FALSE	TRUE	TRUE	11	00900	Terpenoid backbone biosynthesis	2	20	0.1	0.00707886947737394	0.193100071766967	AN3867.2/AN4923.2
TRUE	FALSE	TRUE	TRUE	11	00072	Synthesis and degradation of ketone bodies	1	7	0.14	0.00809490366981026	0.193100071766967	AN4923.2
TRUE	FALSE	TRUE	TRUE	11	00680	Methane metabolism	2	23	0.09	0.0104975946300466	0.193100071766967	AN0034.2/AN0567.2
TRUE	FALSE	TRUE	TRUE	11	00254	Aflatoxin biosynthesis	1	8	0.12	0.0106433110422738	0.193100071766967	AN7821.2
TRUE	FALSE	TRUE	TRUE	11	00310	Lysine degradation	2	25	0.08	0.0132188050957914	0.201032676289899	AN8657.2/AN8825.2
TRUE	FALSE	TRUE	TRUE	11	04933	AGE-RAGE signaling pathway in diabetic complications	1	10	0.1	0.0166350388540738	0.201032676289899	AN0182.2
