hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	pathway_id	Pathway_Name	Gene_Found	Gene_Pathway	Percentage	pvalue	pvalueAdj	geneIds
FALSE	FALSE	FALSE	TRUE	01	00906	Carotenoid biosynthesis	1	2	0.5	0.0180617219496784	0.206701527881336	AN5644.2
FALSE	FALSE	FALSE	TRUE	01	00311	Penicillin and cephalosporin biosynthesis	2	5	0.4	0.0195308530281577	0.206701527881336	AN0174.2/AN2623.2
FALSE	FALSE	FALSE	TRUE	01	00760	Nicotinate and nicotinamide metabolism	5	18	0.28	0.0247678173394008	0.241962523238762	AN4075.2/AN7461.2/AN8203.2/AN8204.2/AN9116.2
FALSE	FALSE	FALSE	TRUE	01	00062	Fatty acid elongation	3	10	0.3	0.0344163193298812	0.278770835603548	AN1968.2/AN5916.2/AN9401.2
FALSE	FALSE	FALSE	TRUE	01	00130	Ubiquinone and other terpenoid-quinone biosynthesis	3	10	0.3	0.0344163193298812	0.278770835603548	AN0297.2/AN1140.2/AN1899.2
FALSE	FALSE	FALSE	TRUE	01	00592	alpha-Linolenic acid metabolism	2	6	0.33	0.0351688930892397	0.278770835603548	AN5646.2/AN6752.2
FALSE	FALSE	FALSE	TRUE	01	03030	DNA replication	7	30	0.23	0.0373157811437821	0.278770835603548	AN2446.2/AN2491.2/AN6300.2/AN6303.2/AN6517.2/AN7325.2/AN7439.2
FALSE	FALSE	FALSE	TRUE	01	00310	Lysine degradation	6	25	0.24	0.0396534703888721	0.279777263299264	AN3466.2/AN4054.2/AN4975.2/AN5601.2/AN5916.2/AN6147.2
FALSE	FALSE	FALSE	TRUE	01	04130	SNARE interactions in vesicular transport	3	11	0.27	0.0484413338459519	0.313102247476984	AN1229.2/AN1973.2/AN8488.2
FALSE	FALSE	FALSE	TRUE	01	00440	Phosphonate and phosphinate metabolism	1	3	0.33	0.0493074405475565	0.313102247476984	AN4303.2
FALSE	FALSE	TRUE	FALSE	02	00450	Selenocompound metabolism	1	8	0.12	0.00047388190208715	0.030091500782534	AN3865.2
FALSE	FALSE	TRUE	FALSE	02	00603	Glycosphingolipid biosynthesis - globo and isoglobo series	1	8	0.12	0.00047388190208715	0.030091500782534	AN0022.2
FALSE	FALSE	TRUE	FALSE	02	03008	Ribosome biogenesis in eukaryotes	2	64	0.03	0.00197909965467109	0.0697628494702443	AN0707.2/AN3864.2
FALSE	FALSE	TRUE	FALSE	02	03013	RNA transport	2	81	0.02	0.00381745380128041	0.0697628494702443	AN3864.2/AN4862.2
FALSE	FALSE	TRUE	FALSE	02	00600	Sphingolipid metabolism	1	24	0.04	0.00443564438856438	0.0697628494702443	AN0022.2
FALSE	FALSE	TRUE	FALSE	02	00020	Citrate cycle (TCA cycle)	1	28	0.04	0.00599745061425474	0.0697628494702443	AN5300.2
FALSE	FALSE	TRUE	FALSE	02	00052	Galactose metabolism	1	31	0.03	0.00730734416576771	0.0697628494702443	AN0022.2
FALSE	FALSE	TRUE	FALSE	02	00561	Glycerolipid metabolism	1	33	0.03	0.00824455176648605	0.0697628494702443	AN0022.2
FALSE	FALSE	TRUE	FALSE	02	00630	Glyoxylate and dicarboxylate metabolism	1	40	0.02	0.0119111640646993	0.0754211959879206	AN5300.2
FALSE	FALSE	TRUE	FALSE	02	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0136589567537179	0.0754211959879206	AN5300.2
FALSE	FALSE	TRUE	FALSE	02	03018	RNA degradation	1	43	0.02	0.0136589567537179	0.0754211959879206	AN0707.2
FALSE	FALSE	TRUE	FALSE	02	03015	mRNA surveillance pathway	1	46	0.02	0.0155077877517902	0.0766041872305494	AN3864.2
FALSE	FALSE	TRUE	FALSE	02	04113	Meiosis - yeast	1	53	0.02	0.0201967591637314	0.0839434008926576	AN3913.2
FALSE	FALSE	TRUE	FALSE	02	00970	Aminoacyl-tRNA biosynthesis	1	63	0.02	0.0277422981257724	0.0978686628325861	AN3865.2
FALSE	FALSE	TRUE	FALSE	02	00230	Purine metabolism	1	80	0.01	0.0425851953662304	0.111699819002459	AN3913.2
FALSE	FALSE	TRUE	FALSE	02	00190	Oxidative phosphorylation	1	84	0.01	0.046404624668995	0.117765556593511	AN4863.2
FALSE	FALSE	TRUE	TRUE	03	00660	C5-Branched dibasic acid metabolism	1	5	0.2	0.000892310410086534	0.0954068807680865	AN0912.2
FALSE	FALSE	TRUE	TRUE	03	03010	Ribosome	4	96	0.04	0.00150247056327695	0.0954068807680865	AN0445.2/AN0570.2/AN1122.2/AN1166.2
FALSE	FALSE	TRUE	TRUE	03	03050	Proteasome	2	35	0.06	0.00411916056052504	0.124326970141949	AN1167.2/AN6988.2
FALSE	FALSE	TRUE	TRUE	03	00300	Lysine biosynthesis	1	13	0.08	0.00659056436504187	0.124326970141949	AN6521.2
FALSE	FALSE	TRUE	TRUE	03	01210	2-Oxocarboxylic acid metabolism	2	43	0.05	0.00731536890727094	0.124326970141949	AN0912.2/AN6521.2
FALSE	FALSE	TRUE	TRUE	03	03018	RNA degradation	2	43	0.05	0.00731536890727094	0.124326970141949	AN4000.2/AN6111.2
FALSE	FALSE	TRUE	TRUE	03	00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1	15	0.07	0.00875249608279846	0.124326970141949	AN6589.2
FALSE	FALSE	TRUE	TRUE	03	03410	Base excision repair	1	18	0.06	0.0124977946919064	0.137431449110488	AN7435.2
FALSE	FALSE	TRUE	TRUE	03	00240	Pyrimidine metabolism	2	58	0.03	0.0163669622320154	0.137431449110488	AN2243.2/AN8869.2
FALSE	FALSE	TRUE	TRUE	03	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.0168109944530931	0.137431449110488	AN0912.2
FALSE	FALSE	TRUE	TRUE	03	03022	Basal transcription factors	1	27	0.04	0.0269925425431151	0.16050550271239	AN3907.2
FALSE	FALSE	TRUE	TRUE	03	00510	N-Glycan biosynthesis	1	29	0.03	0.0308091195553335	0.163031590980306	AN4864.2
FALSE	FALSE	TRUE	TRUE	03	00250	Alanine, aspartate and glutamate metabolism	1	33	0.03	0.0390178924968539	0.165175744903348	AN2243.2
FALSE	TRUE	FALSE	FALSE	04	03440	Homologous recombination	1	19	0.05	0.001183056646064	0.0414423233806481	AN4407.2
FALSE	TRUE	FALSE	FALSE	04	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.00131153924261608	0.0414423233806481	AN3867.2
FALSE	TRUE	FALSE	FALSE	04	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00144632495700401	0.0414423233806481	AN7358.2
FALSE	TRUE	FALSE	FALSE	04	00770	Pantothenate and CoA biosynthesis	1	23	0.04	0.00173462982591048	0.0414423233806481	AN7358.2
FALSE	TRUE	FALSE	FALSE	04	00071	Fatty acid degradation	1	26	0.04	0.00221326780900715	0.0414423233806481	AN8979.2
FALSE	TRUE	FALSE	FALSE	04	01130	Biosynthesis of antibiotics	3	270	0.01	0.00226632848374191	0.0414423233806481	AN3867.2/AN7358.2/AN8979.2
FALSE	TRUE	FALSE	FALSE	04	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0059198406171998	0.0469887348990234	AN7358.2
FALSE	TRUE	FALSE	FALSE	04	03018	RNA degradation	1	43	0.02	0.0059198406171998	0.0469887348990234	AN3812.2
FALSE	TRUE	FALSE	FALSE	04	00350	Tyrosine metabolism	1	45	0.02	0.00646137340482857	0.047554961468601	AN8979.2
FALSE	TRUE	FALSE	FALSE	04	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.00674007327901431	0.047554961468601	AN8979.2
FALSE	TRUE	FALSE	FALSE	04	03040	Spliceosome	1	80	0.01	0.0190965092739933	0.0717837924371287	AN1992.2
FALSE	TRUE	FALSE	FALSE	04	01230	Biosynthesis of amino acids	1	127	0.01	0.0437201633047904	0.0974115919247085	AN7358.2
FALSE	TRUE	FALSE	FALSE	04	01110	Biosynthesis of secondary metabolites	2	358	0.01	0.0465374435189496	0.100173819100112	AN7358.2/AN8979.2
FALSE	TRUE	FALSE	TRUE	05	01210	2-Oxocarboxylic acid metabolism	5	43	0.12	0.00212417206910033	0.108444399693683	AN1003.2/AN2999.2/AN5867.2/AN7722.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	05	03450	Non-homologous end-joining	2	9	0.22	0.00243866994257356	0.108444399693683	AN2764.2/AN4552.2
FALSE	TRUE	FALSE	TRUE	05	03010	Ribosome	8	96	0.08	0.00256167873292165	0.108444399693683	AN4452.2/AN4468.2/AN4475.2/AN4777.2/AN4872.2/AN5719.2/AN6082.2/AN6083.2
FALSE	TRUE	FALSE	TRUE	05	01230	Biosynthesis of amino acids	9	127	0.07	0.00485763555556776	0.154229928889276	AN0797.2/AN1003.2/AN2583.2/AN2723.2/AN2999.2/AN5867.2/AN7722.2/AN8275.2/AN8843.2
FALSE	TRUE	FALSE	TRUE	05	00480	Glutathione metabolism	3	26	0.12	0.00883340057640139	0.224368374640595	AN2981.2/AN2999.2/AN3255.2
FALSE	TRUE	FALSE	TRUE	05	00020	Citrate cycle (TCA cycle)	3	28	0.11	0.0114849018463018	0.243097089080054	AN1003.2/AN2999.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	05	00340	Histidine metabolism	2	19	0.11	0.0219755083316414	0.276757371699185	AN0797.2/AN2723.2
FALSE	TRUE	FALSE	TRUE	05	00220	Arginine biosynthesis	2	20	0.1	0.0252305227943813	0.276757371699185	AN5867.2/AN7722.2
FALSE	TRUE	FALSE	TRUE	05	03020	RNA polymerase	2	20	0.1	0.0252305227943813	0.276757371699185	AN2415.2/AN4269.2
FALSE	TRUE	FALSE	TRUE	05	04136	Autophagy - other	2	20	0.1	0.0252305227943813	0.276757371699185	AN0127.2/AN3470.2
FALSE	TRUE	FALSE	TRUE	05	02010	ABC transporters	1	8	0.12	0.0259706830120031	0.276757371699185	AN2349.2
FALSE	TRUE	FALSE	TRUE	05	04111	Cell cycle - yeast	5	73	0.07	0.0261503028377183	0.276757371699185	AN3710.2/AN4571.2/AN5676.2/AN7465.2/AN7723.2
FALSE	TRUE	FALSE	TRUE	05	00240	Pyrimidine metabolism	4	58	0.07	0.0355220661304708	0.281956399910612	AN2415.2/AN3033.2/AN4269.2/AN5909.2
FALSE	TRUE	FALSE	TRUE	05	01100	Metabolic pathways	27	904	0.03	0.0379375724812209	0.283415982653827	AN0451.2/AN0670.2/AN0797.2/AN0827.2/AN1003.2/AN1745.2/AN1769.2/AN1854.2/AN2414.2/AN2415.2/AN2583.2/AN2723.2/AN2910.2/AN2981.2/AN2999.2/AN3033.2/AN3928.2/AN4269.2/AN4690.2/AN5867.2/AN5909.2/AN6035.2/AN6127.2/AN7625.2/AN7722.2/AN8275.2/AN8843.2
FALSE	TRUE	FALSE	TRUE	05	00562	Inositol phosphate metabolism	2	26	0.08	0.0497672617453267	0.341306120943742	AN1854.2/AN7625.2
FALSE	TRUE	TRUE	FALSE	06	00350	Tyrosine metabolism	1	45	0.02	0	0	AN6390.2
FALSE	TRUE	TRUE	FALSE	06	01100	Metabolic pathways	1	904	0	0	0	AN6390.2
FALSE	TRUE	TRUE	TRUE	07	00750	Vitamin B6 metabolism	1	6	0.17	0.00132933178621611	0.115363330074531	AN7725.2
FALSE	TRUE	TRUE	TRUE	07	01200	Carbon metabolism	4	111	0.04	0.00279184921229278	0.115363330074531	AN0240.2/AN2332.2/AN3591.2/AN6653.2
FALSE	TRUE	TRUE	TRUE	07	04141	Protein processing in endoplasmic reticulum	3	71	0.04	0.00379288174024188	0.115363330074531	AN2045.2/AN6257.2/AN6543.2
FALSE	TRUE	TRUE	TRUE	07	00620	Pyruvate metabolism	2	40	0.05	0.00598928818252728	0.115363330074531	AN4792.2/AN6653.2
FALSE	TRUE	TRUE	TRUE	07	00350	Tyrosine metabolism	2	45	0.04	0.00828695599650906	0.115363330074531	AN3829.2/AN5311.2
FALSE	TRUE	TRUE	TRUE	07	00760	Nicotinate and nicotinamide metabolism	1	18	0.06	0.0124977946919064	0.115363330074531	AN3829.2
FALSE	TRUE	TRUE	TRUE	07	03410	Base excision repair	1	18	0.06	0.0124977946919064	0.115363330074531	AN3129.2
FALSE	TRUE	TRUE	TRUE	07	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.015312520465362	0.115363330074531	AN3817.2
FALSE	TRUE	TRUE	TRUE	07	04136	Autophagy - other	1	20	0.05	0.015312520465362	0.115363330074531	AN1335.2
FALSE	TRUE	TRUE	TRUE	07	00640	Propanoate metabolism	1	21	0.05	0.0168109944530931	0.115363330074531	AN3591.2
FALSE	TRUE	TRUE	TRUE	07	03430	Mismatch repair	1	21	0.05	0.0168109944530931	0.115363330074531	AN0126.2
FALSE	TRUE	TRUE	TRUE	07	00650	Butanoate metabolism	1	22	0.05	0.0183683759737399	0.115363330074531	AN3829.2
FALSE	TRUE	TRUE	TRUE	07	04011	MAPK signaling pathway - yeast	2	61	0.03	0.0186740891155076	0.115363330074531	AN2269.2/AN4182.2
FALSE	TRUE	TRUE	TRUE	07	00600	Sphingolipid metabolism	1	24	0.04	0.0216544978993109	0.115363330074531	AN4332.2
FALSE	TRUE	TRUE	TRUE	07	00310	Lysine degradation	1	25	0.04	0.0233806118734091	0.115363330074531	AN3829.2
FALSE	TRUE	TRUE	TRUE	07	00030	Pentose phosphate pathway	1	26	0.04	0.0251603798498468	0.115363330074531	AN0240.2
FALSE	TRUE	TRUE	TRUE	07	00562	Inositol phosphate metabolism	1	26	0.04	0.0251603798498468	0.115363330074531	AN3591.2
FALSE	TRUE	TRUE	TRUE	07	00410	beta-Alanine metabolism	1	27	0.04	0.0269925425431151	0.115363330074531	AN3591.2
FALSE	TRUE	TRUE	TRUE	07	00020	Citrate cycle (TCA cycle)	1	28	0.04	0.0288758616546696	0.115363330074531	AN2332.2
FALSE	TRUE	TRUE	TRUE	07	00513	Various types of N-glycan biosynthesis	1	28	0.04	0.0288758616546696	0.115363330074531	AN2045.2
FALSE	TRUE	TRUE	TRUE	07	00510	N-Glycan biosynthesis	1	29	0.03	0.0308091195553335	0.118568429803859	AN2045.2
FALSE	TRUE	TRUE	TRUE	07	00250	Alanine, aspartate and glutamate metabolism	1	33	0.03	0.0390178924968539	0.127058265310268	AN3829.2
TRUE	FALSE	FALSE	FALSE	08	00515	Mannose type O-glycan biosynthesis	1	3	0.33	0.000130238263026442	0.0164594177050097	AN5105.2
TRUE	FALSE	FALSE	FALSE	08	00514	Other types of O-glycan biosynthesis	1	4	0.25	0.00025920342842535	0.0164594177050097	AN5105.2
TRUE	FALSE	FALSE	FALSE	08	04120	Ubiquitin mediated proteolysis	2	50	0.04	0.00389615896279794	0.102581211738636	AN2450.2/AN4399.2
TRUE	FALSE	FALSE	FALSE	08	00860	Porphyrin and chlorophyll metabolism	1	18	0.06	0.00617461527636038	0.102581211738636	AN1986.2
TRUE	FALSE	FALSE	FALSE	08	00640	Propanoate metabolism	1	21	0.05	0.00835322198885214	0.102581211738636	AN8559.2
TRUE	FALSE	FALSE	FALSE	08	00310	Lysine degradation	1	25	0.04	0.0117059466611396	0.102581211738636	AN1170.2
TRUE	FALSE	FALSE	FALSE	08	00562	Inositol phosphate metabolism	1	26	0.04	0.0126207868859165	0.102581211738636	AN7314.2
TRUE	FALSE	FALSE	FALSE	08	00410	beta-Alanine metabolism	1	27	0.04	0.013565319603869	0.102581211738636	AN6658.2
TRUE	FALSE	FALSE	FALSE	08	03013	RNA transport	2	81	0.02	0.0144062784820793	0.102581211738636	AN1270.2/AN4399.2
TRUE	FALSE	FALSE	FALSE	08	00513	Various types of N-glycan biosynthesis	1	28	0.04	0.0145390693802792	0.102581211738636	AN6874.2
TRUE	FALSE	FALSE	FALSE	08	00510	N-Glycan biosynthesis	1	29	0.03	0.0155415664662452	0.103883102169112	AN6874.2
TRUE	FALSE	FALSE	FALSE	08	00280	Valine, leucine and isoleucine degradation	1	39	0.03	0.0270482355185952	0.127519802523369	AN8559.2
TRUE	FALSE	FALSE	FALSE	08	00330	Arginine and proline metabolism	1	43	0.02	0.0323449373176625	0.138324999295748	AN6658.2
TRUE	FALSE	FALSE	TRUE	09	00904	Diterpenoid biosynthesis	1	1	1	0	0	AN1598.2
TRUE	FALSE	FALSE	TRUE	09	01100	Metabolic pathways	43	904	0.05	0.000363368590422618	0.0230739054918362	AN0110.2/AN0774.2/AN0775.2/AN0809.2/AN0840.2/AN0893.2/AN1198.2/AN1376.2/AN1418.2/AN1598.2/AN1895.2/AN2306.2/AN2314.2/AN2316.2/AN2335.2/AN3030.2/AN3169.2/AN3626.2/AN3830.2/AN3879.2/AN4258.2/AN4336.2/AN4430.2/AN4716.2/AN4793.2/AN5159.2/AN5435.2/AN5497.2/AN5613.2/AN5698.2/AN5861.2/AN6092.2/AN6197.2/AN6231.2/AN6276.2/AN6525.2/AN7008.2/AN7028.2/AN7278.2/AN8068.2/AN8078.2/AN8754.2/AN8953.2
TRUE	FALSE	FALSE	TRUE	09	01110	Biosynthesis of secondary metabolites	23	358	0.06	0.0030306457705306	0.128297337619129	AN0775.2/AN0840.2/AN1198.2/AN1376.2/AN2314.2/AN3030.2/AN3169.2/AN3626.2/AN3830.2/AN3879.2/AN4430.2/AN4793.2/AN5159.2/AN5435.2/AN5497.2/AN5600.2/AN5613.2/AN5698.2/AN5861.2/AN6092.2/AN6231.2/AN7278.2/AN8754.2
TRUE	FALSE	FALSE	TRUE	09	00232	Caffeine metabolism	1	3	0.33	0.00571281112449318	0.169533215951578	AN5613.2
TRUE	FALSE	FALSE	TRUE	09	04139	Mitophagy - yeast	4	31	0.13	0.0101081634474511	0.169533215951578	AN0931.2/AN2887.2/AN2939.2/AN4887.2
TRUE	FALSE	FALSE	TRUE	09	00261	Monobactam biosynthesis	1	4	0.25	0.0110842285645275	0.169533215951578	AN4793.2
TRUE	FALSE	FALSE	TRUE	09	00290	Valine, leucine and isoleucine biosynthesis	3	21	0.14	0.011969922531569	0.169533215951578	AN0840.2/AN3830.2/AN4430.2
TRUE	FALSE	FALSE	TRUE	09	00360	Phenylalanine metabolism	4	33	0.12	0.0131234185749438	0.169533215951578	AN4195.2/AN6092.2/AN7008.2/AN8078.2
TRUE	FALSE	FALSE	TRUE	09	00650	Butanoate metabolism	3	22	0.14	0.0141212910110064	0.169533215951578	AN4430.2/AN7008.2/AN7278.2
TRUE	FALSE	FALSE	TRUE	09	00260	Glycine, serine and threonine metabolism	5	48	0.1	0.0163579478381106	0.169533215951578	AN1198.2/AN3830.2/AN4793.2/AN6092.2/AN6231.2
TRUE	FALSE	FALSE	TRUE	09	00670	One carbon pool by folate	2	13	0.15	0.0174426196357373	0.169533215951578	AN1198.2/AN7028.2
TRUE	FALSE	FALSE	TRUE	09	00660	C5-Branched dibasic acid metabolism	1	5	0.2	0.0179240784686181	0.169533215951578	AN4430.2
TRUE	FALSE	FALSE	TRUE	09	00040	Pentose and glucuronate interconversions	4	36	0.11	0.0186887009710401	0.169533215951578	AN0774.2/AN3030.2/AN3889.2/AN4336.2
TRUE	FALSE	FALSE	TRUE	09	03420	Nucleotide excision repair	4	36	0.11	0.0186887009710401	0.169533215951578	AN2304.2/AN7423.2/AN8285.2/AN8844.2
TRUE	FALSE	FALSE	TRUE	09	00565	Ether lipid metabolism	2	14	0.14	0.0214710735005445	0.18178842230461	AN5159.2/AN6197.2
TRUE	FALSE	FALSE	TRUE	09	01040	Biosynthesis of unsaturated fatty acids	2	15	0.13	0.02596052885791	0.19490488008864	AN5698.2/AN5861.2
TRUE	FALSE	FALSE	TRUE	09	00592	alpha-Linolenic acid metabolism	1	6	0.17	0.0260896296181644	0.19490488008864	AN5698.2
TRUE	FALSE	FALSE	TRUE	09	00410	beta-Alanine metabolism	3	27	0.11	0.028419526283579	0.200515546556363	AN5435.2/AN6092.2/AN7278.2
TRUE	FALSE	FALSE	TRUE	09	00430	Taurine and hypotaurine metabolism	1	7	0.14	0.0354481167559648	0.236942675158291	AN7278.2
TRUE	FALSE	FALSE	TRUE	09	03030	DNA replication	3	30	0.1	0.0399755536362766	0.253315986457576	AN5114.2/AN7423.2/AN7994.2
TRUE	FALSE	FALSE	TRUE	09	00053	Ascorbate and aldarate metabolism	1	8	0.12	0.045876123531687	0.253315986457576	AN5435.2
TRUE	FALSE	FALSE	TRUE	09	03440	Homologous recombination	2	19	0.11	0.0484461457212111	0.256360854441409	AN3118.2/AN7423.2
TRUE	FALSE	TRUE	FALSE	10	00564	Glycerophospholipid metabolism	1	43	0.02	0	0	AN2481.2
TRUE	FALSE	TRUE	TRUE	11	04139	Mitophagy - yeast	3	31	0.1	6.61802217306528e-05	0.00840488815979291	AN0914.2/AN5588.2/AN8874.2
TRUE	FALSE	TRUE	TRUE	11	00591	Linoleic acid metabolism	1	4	0.25	0.000341359118698417	0.0216763040373495	AN1967.2
TRUE	FALSE	TRUE	TRUE	11	00750	Vitamin B6 metabolism	1	6	0.17	0.000843985380375186	0.0357287144358829	AN3031.2
TRUE	FALSE	TRUE	TRUE	11	00565	Ether lipid metabolism	1	14	0.07	0.00489915577302136	0.122427334514555	AN2336.2
TRUE	FALSE	TRUE	TRUE	11	04113	Meiosis - yeast	2	53	0.04	0.00680246034639868	0.122427334514555	AN4085.2/AN4735.2
TRUE	FALSE	TRUE	TRUE	11	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.00989846578118109	0.122427334514555	AN2002.2
TRUE	FALSE	TRUE	TRUE	11	04136	Autophagy - other	1	20	0.05	0.00989846578118109	0.122427334514555	AN7428.2
TRUE	FALSE	TRUE	TRUE	11	04111	Cell cycle - yeast	2	73	0.03	0.016030646679111	0.122427334514555	AN4085.2/AN4735.2
TRUE	FALSE	TRUE	TRUE	11	00562	Inositol phosphate metabolism	1	26	0.04	0.0163879109192711	0.122427334514555	AN2336.2
TRUE	FALSE	TRUE	TRUE	11	00052	Galactose metabolism	1	31	0.03	0.0228218633548592	0.13450469825334	AN3184.2
TRUE	FALSE	TRUE	TRUE	11	00564	Glycerophospholipid metabolism	1	43	0.02	0.0415586742542573	0.175931721009689	AN2336.2
TRUE	FALSE	TRUE	TRUE	11	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.0468802152401958	0.179751947571836	AN3184.2
TRUE	FALSE	TRUE	TRUE	11	03015	mRNA surveillance pathway	1	46	0.02	0.0468802152401958	0.179751947571836	AN4085.2
TRUE	TRUE	FALSE	FALSE	12	00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1	22	0.05	0.000108606066988786	0.0137929705075759	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	00620	Pyruvate metabolism	1	40	0.02	0.000360403652090341	0.0207211616903264	AN2098.2
TRUE	TRUE	FALSE	FALSE	12	00260	Glycine, serine and threonine metabolism	1	48	0.02	0.000517213867934391	0.0207211616903264	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	01230	Biosynthesis of amino acids	1	127	0.01	0.0034060896677264	0.0236292595942413	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	01130	Biosynthesis of antibiotics	1	270	0	0.013605174574452	0.0367629185309659	AN5444.2
