hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	pathway_id	Pathway_Name	Gene_Found	Gene_Pathway	Percentage	pvalue	pvalueAdj	geneIds
FALSE	FALSE	FALSE	TRUE	1	04130	SNARE interactions in vesicular transport	3	11	0.27	0.04746710703764	0.386691734717431	AN1229.2/AN1973.2/AN8488.2
FALSE	FALSE	FALSE	TRUE	1	03018	RNA degradation	9	43	0.21	0.0474828755555349	0.386691734717431	AN2065.2/AN3602.2/AN4000.2/AN4585.2/AN5001.2/AN6111.2/AN7628.2/AN7665.2/AN8682.2
FALSE	FALSE	FALSE	TRUE	1	00440	Phosphonate and phosphinate metabolism	1	3	0.33	0.0487170689407787	0.386691734717431	AN4303.2
FALSE	FALSE	TRUE	FALSE	2	00450	Selenocompound metabolism	1	8	0.12	0.00086536790096072	0.0549508617110057	AN3865.2
FALSE	FALSE	TRUE	FALSE	2	00603	Glycosphingolipid biosynthesis - globo and isoglobo series	1	8	0.12	0.00086536790096072	0.0549508617110057	AN0022.2
FALSE	FALSE	TRUE	FALSE	2	03008	Ribosome biogenesis in eukaryotes	2	64	0.03	0.00486760121676285	0.1063308513791	AN0707.2/AN3864.2
FALSE	FALSE	TRUE	FALSE	2	00600	Sphingolipid metabolism	1	24	0.04	0.00797543956357453	0.1063308513791	AN0022.2
FALSE	FALSE	TRUE	FALSE	2	03013	RNA transport	2	81	0.02	0.00922478704721705	0.1063308513791	AN3864.2/AN4862.2
FALSE	FALSE	TRUE	FALSE	2	00020	Citrate cycle (TCA cycle)	1	28	0.04	0.0107424575128611	0.1063308513791	AN5300.2
FALSE	FALSE	TRUE	FALSE	2	00052	Galactose metabolism	1	31	0.03	0.013051385779247	0.109408292413603	AN0022.2
FALSE	FALSE	TRUE	FALSE	2	00561	Glycerolipid metabolism	1	33	0.03	0.0146973918617106	0.109408292413603	AN0022.2
FALSE	FALSE	TRUE	FALSE	2	00630	Glyoxylate and dicarboxylate metabolism	1	40	0.02	0.0210941158158865	0.109408292413603	AN5300.2
FALSE	FALSE	TRUE	FALSE	2	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.0241215132880385	0.109408292413603	AN5300.2
FALSE	FALSE	TRUE	FALSE	2	03018	RNA degradation	1	43	0.02	0.0241215132880385	0.109408292413603	AN0707.2
FALSE	FALSE	TRUE	FALSE	2	00350	Tyrosine metabolism	1	45	0.02	0.0262297057206016	0.111704599653288	AN6390.2
FALSE	FALSE	TRUE	FALSE	2	03015	mRNA surveillance pathway	1	46	0.02	0.0273099995319113	0.111704599653288	AN3864.2
FALSE	FALSE	TRUE	FALSE	2	04113	Meiosis - yeast	1	53	0.02	0.0353376126600363	0.124663244661795	AN3913.2
FALSE	FALSE	TRUE	FALSE	2	00970	Aminoacyl-tRNA biosynthesis	1	63	0.02	0.0480973063779363	0.142054835116231	AN3865.2
FALSE	FALSE	TRUE	TRUE	3	03010	Ribosome	7	96	0.07	2.4257856363772e-06	0.000308074775819904	AN0445.2/AN0570.2/AN1095.2/AN1122.2/AN1166.2/AN3823.2/AN8870.2
FALSE	FALSE	TRUE	TRUE	3	00660	C5-Branched dibasic acid metabolism	1	5	0.2	0.0010848295068358	0.0688866736840735	AN0912.2
FALSE	FALSE	TRUE	TRUE	3	03050	Proteasome	2	35	0.06	0.00545186048640085	0.152104088409821	AN1167.2/AN6988.2
FALSE	FALSE	TRUE	TRUE	3	00300	Lysine biosynthesis	1	13	0.08	0.00797062833318461	0.152104088409821	AN6521.2
FALSE	FALSE	TRUE	TRUE	3	01210	2-Oxocarboxylic acid metabolism	2	43	0.05	0.00962744611641033	0.152104088409821	AN0912.2/AN6521.2
FALSE	FALSE	TRUE	TRUE	3	00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1	15	0.07	0.0105715657278715	0.152104088409821	AN6589.2
FALSE	FALSE	TRUE	TRUE	3	03410	Base excision repair	1	18	0.06	0.0150661289289819	0.160144389217334	AN7435.2
FALSE	FALSE	TRUE	TRUE	3	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.0202268523037959	0.160144389217334	AN0912.2
FALSE	FALSE	TRUE	TRUE	3	00240	Pyrimidine metabolism	2	58	0.03	0.0213163437710026	0.160144389217334	AN2243.2/AN8869.2
FALSE	FALSE	TRUE	TRUE	3	03022	Basal transcription factors	1	27	0.04	0.0323540763230687	0.186771258774078	AN3907.2
FALSE	FALSE	TRUE	TRUE	3	00510	N-Glycan biosynthesis	1	29	0.03	0.0368824421914563	0.192284130448289	AN4864.2
FALSE	FALSE	TRUE	TRUE	3	00250	Alanine, aspartate and glutamate metabolism	1	33	0.03	0.0465931566551741	0.204045892938176	AN2243.2
FALSE	TRUE	FALSE	FALSE	4	03440	Homologous recombination	1	19	0.05	0.00218833029649577	0.0575103538792416	AN4407.2
FALSE	TRUE	FALSE	FALSE	4	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.00242442227199254	0.0575103538792416	AN3867.2
FALSE	TRUE	FALSE	FALSE	4	03020	RNA polymerase	1	20	0.05	0.00242442227199254	0.0575103538792416	AN6252.2
FALSE	TRUE	FALSE	FALSE	4	00290	Valine, leucine and isoleucine biosynthesis	1	21	0.05	0.00267185438325667	0.0575103538792416	AN7358.2
FALSE	TRUE	FALSE	FALSE	4	00770	Pantothenate and CoA biosynthesis	1	23	0.04	0.00320032759538417	0.0575103538792416	AN7358.2
FALSE	TRUE	FALSE	FALSE	4	00071	Fatty acid degradation	1	26	0.04	0.00407553688908011	0.0575103538792416	AN8979.2
FALSE	TRUE	FALSE	FALSE	4	03050	Proteasome	1	35	0.03	0.00727027193100452	0.0639097425843236	AN3756.2
FALSE	TRUE	FALSE	FALSE	4	01130	Biosynthesis of antibiotics	3	263	0.01	0.00805162111298565	0.0639097425843236	AN3867.2/AN7358.2/AN8979.2
FALSE	TRUE	FALSE	FALSE	4	01210	2-Oxocarboxylic acid metabolism	1	43	0.02	0.010783696289167	0.0648477637352338	AN7358.2
FALSE	TRUE	FALSE	FALSE	4	03018	RNA degradation	1	43	0.02	0.010783696289167	0.0648477637352338	AN3812.2
FALSE	TRUE	FALSE	FALSE	4	00350	Tyrosine metabolism	1	45	0.02	0.0117553538769957	0.0648477637352338	AN8979.2
FALSE	TRUE	FALSE	FALSE	4	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.0122546955090206	0.0648477637352338	AN8979.2
FALSE	TRUE	FALSE	FALSE	4	00240	Pyrimidine metabolism	1	58	0.02	0.0189166868757332	0.074761910660827	AN6252.2
FALSE	TRUE	FALSE	FALSE	4	00230	Purine metabolism	1	80	0.01	0.0339998291159652	0.0936610101802374	AN6252.2
FALSE	TRUE	FALSE	FALSE	4	03040	Spliceosome	1	80	0.01	0.0339998291159652	0.0936610101802374	AN1992.2
FALSE	TRUE	FALSE	TRUE	5	01100	Metabolic pathways	31	901	0.03	0.000709049822058929	0.0900493274014839	AN0451.2/AN0670.2/AN0797.2/AN0827.2/AN1003.2/AN1745.2/AN1769.2/AN1854.2/AN1915.2/AN1999.2/AN2414.2/AN2415.2/AN2463.2/AN2583.2/AN2666.2/AN2723.2/AN2766.2/AN2910.2/AN2981.2/AN2999.2/AN3928.2/AN4269.2/AN4690.2/AN5909.2/AN5959.2/AN6035.2/AN6127.2/AN7625.2/AN7722.2/AN8275.2/AN8843.2
FALSE	TRUE	FALSE	TRUE	5	03010	Ribosome	8	96	0.08	0.00165829214060103	0.105301550928165	AN4452.2/AN4468.2/AN4777.2/AN5719.2/AN5960.2/AN6082.2/AN6083.2/AN7003.2
FALSE	TRUE	FALSE	TRUE	5	00480	Glutathione metabolism	3	26	0.12	0.0071286436980249	0.158739392169769	AN2981.2/AN2999.2/AN3255.2
FALSE	TRUE	FALSE	TRUE	5	00562	Inositol phosphate metabolism	3	26	0.12	0.0071286436980249	0.158739392169769	AN1854.2/AN2766.2/AN7625.2
FALSE	TRUE	FALSE	TRUE	5	01210	2-Oxocarboxylic acid metabolism	4	43	0.09	0.00862089593204518	0.158739392169769	AN1003.2/AN2999.2/AN7722.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	00020	Citrate cycle (TCA cycle)	3	28	0.11	0.00929593266227117	0.158739392169769	AN1003.2/AN2999.2/AN8275.2
FALSE	TRUE	FALSE	TRUE	5	04070	Phosphatidylinositol signaling system	2	15	0.13	0.00962947233207817	0.158739392169769	AN1854.2/AN2766.2
FALSE	TRUE	FALSE	TRUE	5	01230	Biosynthesis of amino acids	8	127	0.06	0.00999933179022166	0.158739392169769	AN0797.2/AN1003.2/AN2583.2/AN2723.2/AN2999.2/AN7722.2/AN8275.2/AN8843.2
FALSE	TRUE	FALSE	TRUE	5	03410	Base excision repair	2	18	0.11	0.0161106844394746	0.215846938873998	AN2764.2/AN3129.2
FALSE	TRUE	FALSE	TRUE	5	02010	ABC transporters	1	7	0.14	0.0177381011498628	0.215846938873998	AN2349.2
FALSE	TRUE	FALSE	TRUE	5	00340	Histidine metabolism	2	19	0.11	0.0186954041544407	0.215846938873998	AN0797.2/AN2723.2
FALSE	TRUE	FALSE	TRUE	5	03020	RNA polymerase	2	20	0.1	0.0214943720593515	0.227482104294804	AN2415.2/AN4269.2
FALSE	TRUE	FALSE	TRUE	5	00511	Other glycan degradation	1	9	0.11	0.0291715543522539	0.230596305156064	AN2463.2
FALSE	TRUE	FALSE	TRUE	5	03450	Non-homologous end-joining	1	9	0.11	0.0291715543522539	0.230596305156064	AN2764.2
FALSE	TRUE	FALSE	TRUE	5	00130	Ubiquinone and other terpenoid-quinone biosynthesis	1	10	0.1	0.0357187930686205	0.252015928873045	AN1999.2
FALSE	TRUE	TRUE	TRUE	7	00440	Phosphonate and phosphinate metabolism	1	3	0.33	0.000428644374129391	0.0544378355144327	AN4778.2
FALSE	TRUE	TRUE	TRUE	7	00750	Vitamin B6 metabolism	1	6	0.17	0.00208926023831108	0.132668025132753	AN7725.2
FALSE	TRUE	TRUE	TRUE	7	04122	Sulfur relay system	1	10	0.1	0.00605929827626251	0.148883933992046	AN2508.2
FALSE	TRUE	TRUE	TRUE	7	00620	Pyruvate metabolism	2	40	0.05	0.0113352864747128	0.148883933992046	AN4792.2/AN6653.2
FALSE	TRUE	TRUE	TRUE	7	00565	Ether lipid metabolism	1	14	0.07	0.0118479984172451	0.148883933992046	AN4778.2
FALSE	TRUE	TRUE	TRUE	7	00730	Thiamine metabolism	1	14	0.07	0.0118479984172451	0.148883933992046	AN2508.2
FALSE	TRUE	TRUE	TRUE	7	00350	Tyrosine metabolism	2	45	0.04	0.015547545394624	0.148883933992046	AN3829.2/AN5311.2
FALSE	TRUE	TRUE	TRUE	7	00760	Nicotinate and nicotinamide metabolism	1	18	0.06	0.0192652185474657	0.148883933992046	AN3829.2
FALSE	TRUE	TRUE	TRUE	7	01100	Metabolic pathways	12	901	0.01	0.0211352126054159	0.148883933992046	AN2045.2/AN2332.2/AN2508.2/AN3591.2/AN3817.2/AN3829.2/AN4332.2/AN4778.2/AN4871.2/AN5311.2/AN5867.2/AN6653.2
FALSE	TRUE	TRUE	TRUE	7	00220	Arginine biosynthesis	1	20	0.05	0.0235292161792395	0.148883933992046	AN5867.2
FALSE	TRUE	TRUE	TRUE	7	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.0235292161792395	0.148883933992046	AN3817.2
FALSE	TRUE	TRUE	TRUE	7	04136	Autophagy - other	1	20	0.05	0.0235292161792395	0.148883933992046	AN1335.2
FALSE	TRUE	TRUE	TRUE	7	00640	Propanoate metabolism	1	21	0.05	0.0257909176994096	0.148883933992046	AN3591.2
FALSE	TRUE	TRUE	TRUE	7	03430	Mismatch repair	1	21	0.05	0.0257909176994096	0.148883933992046	AN0126.2
FALSE	TRUE	TRUE	TRUE	7	00650	Butanoate metabolism	1	22	0.05	0.0281357458038362	0.152616039000855	AN3829.2
FALSE	TRUE	TRUE	TRUE	7	00600	Sphingolipid metabolism	1	24	0.04	0.0330650630510602	0.152616039000855	AN4332.2
FALSE	TRUE	TRUE	TRUE	7	04011	MAPK signaling pathway - yeast	2	61	0.03	0.0340873163648195	0.152616039000855	AN2269.2/AN4182.2
FALSE	TRUE	TRUE	TRUE	7	00310	Lysine degradation	1	25	0.04	0.0356448174295091	0.152616039000855	AN3829.2
FALSE	TRUE	TRUE	TRUE	7	01200	Carbon metabolism	3	111	0.03	0.0368726446149999	0.152616039000855	AN2332.2/AN3591.2/AN6653.2
FALSE	TRUE	TRUE	TRUE	7	00562	Inositol phosphate metabolism	1	26	0.04	0.0382982270227583	0.152616039000855	AN3591.2
FALSE	TRUE	TRUE	TRUE	7	00410	beta-Alanine metabolism	1	27	0.04	0.0410230449283911	0.152616039000855	AN3591.2
FALSE	TRUE	TRUE	TRUE	7	00020	Citrate cycle (TCA cycle)	1	28	0.04	0.0438170708359813	0.152616039000855	AN2332.2
FALSE	TRUE	TRUE	TRUE	7	00513	Various types of N-glycan biosynthesis	1	28	0.04	0.0438170708359813	0.152616039000855	AN2045.2
FALSE	TRUE	TRUE	TRUE	7	00510	N-Glycan biosynthesis	1	29	0.03	0.0466781501628022	0.152616039000855	AN2045.2
FALSE	TRUE	TRUE	TRUE	7	04141	Protein processing in endoplasmic reticulum	2	71	0.03	0.0494854237248031	0.153284117391463	AN2045.2/AN6257.2
TRUE	FALSE	FALSE	FALSE	8	00515	Mannose type O-glycan biosynthesis	1	3	0.33	7.89470631113846e-05	0.00998703049528154	AN5105.2
TRUE	FALSE	FALSE	FALSE	8	00514	Other types of O-glycan biosynthesis	1	4	0.25	0.000157276070791835	0.00998703049528154	AN5105.2
TRUE	FALSE	FALSE	FALSE	8	00640	Propanoate metabolism	1	21	0.05	0.00515225279647233	0.0871379973602449	AN8559.2
TRUE	FALSE	FALSE	FALSE	8	00310	Lysine degradation	1	25	0.04	0.00724768145279066	0.0871379973602449	AN1170.2
TRUE	FALSE	FALSE	FALSE	8	00410	beta-Alanine metabolism	1	27	0.04	0.00841479561867914	0.0871379973602449	AN6658.2
TRUE	FALSE	FALSE	FALSE	8	00513	Various types of N-glycan biosynthesis	1	28	0.04	0.00902733822241122	0.0871379973602449	AN6874.2
TRUE	FALSE	FALSE	FALSE	8	00510	N-Glycan biosynthesis	1	29	0.03	0.00965888153875999	0.0871379973602449	AN6874.2
TRUE	FALSE	FALSE	FALSE	8	00052	Galactose metabolism	1	31	0.03	0.0109780154154639	0.0871379973602449	AN3184.2
TRUE	FALSE	FALSE	FALSE	8	00280	Valine, leucine and isoleucine degradation	1	39	0.03	0.0169678361816378	0.1077457597534	AN8559.2
TRUE	FALSE	FALSE	FALSE	8	00330	Arginine and proline metabolism	1	43	0.02	0.0203656738217346	0.108553669937945	AN6658.2
TRUE	FALSE	FALSE	FALSE	8	00010	Glycolysis / Gluconeogenesis	1	46	0.02	0.023079070615414	0.112732383390676	AN3184.2
TRUE	FALSE	FALSE	FALSE	8	01100	Metabolic pathways	6	901	0.01	0.0243645961837596	0.11274578836747	AN0662.2/AN3184.2/AN5105.2/AN6658.2/AN6874.2/AN8559.2
TRUE	FALSE	FALSE	FALSE	8	04144	Endocytosis	1	64	0.02	0.0420179981857396	0.130842505967175	AN4951.2
TRUE	FALSE	FALSE	TRUE	9	00592	alpha-Linolenic acid metabolism	3	6	0.5	7.83061523108885e-05	0.00970474086071644	AN1713.2/AN5698.2/AN6752.2
TRUE	FALSE	FALSE	TRUE	9	01100	Metabolic pathways	48	901	0.05	0.000152830564735692	0.00970474086071644	AN0110.2/AN0774.2/AN0775.2/AN0809.2/AN0840.2/AN0893.2/AN1376.2/AN1418.2/AN1523.2/AN1713.2/AN1895.2/AN2306.2/AN2314.2/AN2316.2/AN2335.2/AN3030.2/AN3169.2/AN3626.2/AN3830.2/AN3879.2/AN3933.2/AN4234.2/AN4258.2/AN4336.2/AN4430.2/AN4716.2/AN4793.2/AN5159.2/AN5435.2/AN5497.2/AN5613.2/AN5698.2/AN5861.2/AN5986.2/AN6092.2/AN6197.2/AN6231.2/AN6276.2/AN6525.2/AN6752.2/AN7008.2/AN7028.2/AN7278.2/AN8068.2/AN8078.2/AN8754.2/AN8866.2/AN8953.2
TRUE	FALSE	FALSE	TRUE	9	00591	Linoleic acid metabolism	2	4	0.5	0.000453464686607845	0.0191966717330654	AN1713.2/AN1967.2
TRUE	FALSE	FALSE	TRUE	9	00565	Ether lipid metabolism	3	14	0.21	0.00378594884165252	0.096163100577974	AN1713.2/AN5159.2/AN6197.2
TRUE	FALSE	FALSE	TRUE	9	01040	Biosynthesis of unsaturated fatty acids	3	14	0.21	0.00378594884165252	0.096163100577974	AN5698.2/AN5861.2/AN6752.2
TRUE	FALSE	FALSE	TRUE	9	00053	Ascorbate and aldarate metabolism	2	8	0.25	0.00545566089254342	0.111679793153755	AN5435.2/AN5985.2
TRUE	FALSE	FALSE	TRUE	9	01110	Biosynthesis of secondary metabolites	24	358	0.07	0.00630621506502562	0.111679793153755	AN0775.2/AN0840.2/AN1376.2/AN1713.2/AN2314.2/AN3030.2/AN3169.2/AN3626.2/AN3830.2/AN3879.2/AN4430.2/AN4793.2/AN5159.2/AN5435.2/AN5497.2/AN5600.2/AN5613.2/AN5698.2/AN5861.2/AN6092.2/AN6231.2/AN6752.2/AN7278.2/AN8754.2
TRUE	FALSE	FALSE	TRUE	9	00232	Caffeine metabolism	1	3	0.33	0.00703494760023652	0.111679793153755	AN5613.2
TRUE	FALSE	FALSE	TRUE	9	00261	Monobactam biosynthesis	1	4	0.25	0.0136035445952874	0.160052922822532	AN4793.2
TRUE	FALSE	FALSE	TRUE	9	00590	Arachidonic acid metabolism	1	4	0.25	0.0136035445952874	0.160052922822532	AN1713.2
TRUE	FALSE	FALSE	TRUE	9	04136	Autophagy - other	3	20	0.15	0.014446237299907	0.160052922822532	AN2076.2/AN2887.2/AN5491.2
TRUE	FALSE	FALSE	TRUE	9	04139	Mitophagy - yeast	4	31	0.13	0.0155428881144439	0.160052922822532	AN0931.2/AN2887.2/AN2939.2/AN4887.2
TRUE	FALSE	FALSE	TRUE	9	00290	Valine, leucine and isoleucine biosynthesis	3	21	0.14	0.0171575974422714	0.160052922822532	AN0840.2/AN3830.2/AN4430.2
TRUE	FALSE	FALSE	TRUE	9	00360	Phenylalanine metabolism	4	33	0.12	0.0200215708548681	0.160052922822532	AN4195.2/AN6092.2/AN7008.2/AN8078.2
TRUE	FALSE	FALSE	TRUE	9	00561	Glycerolipid metabolism	4	33	0.12	0.0200215708548681	0.160052922822532	AN1713.2/AN3030.2/AN5435.2/AN5986.2
TRUE	FALSE	FALSE	TRUE	9	00650	Butanoate metabolism	3	22	0.14	0.0201641477571694	0.160052922822532	AN4430.2/AN7008.2/AN7278.2
TRUE	FALSE	FALSE	TRUE	9	00660	C5-Branched dibasic acid metabolism	1	5	0.2	0.0219246244155018	0.16378984122169	AN4430.2
TRUE	FALSE	FALSE	TRUE	9	00260	Glycine, serine and threonine metabolism	5	48	0.1	0.0262402057182234	0.185139229234131	AN3830.2/AN4793.2/AN6092.2/AN6231.2/AN8866.2
TRUE	FALSE	FALSE	TRUE	9	03420	Nucleotide excision repair	4	36	0.11	0.0281817348621093	0.188372648815151	AN2304.2/AN7423.2/AN8285.2/AN8844.2
TRUE	FALSE	FALSE	TRUE	9	00071	Fatty acid degradation	3	26	0.12	0.0352632481370573	0.223542885029739	AN5435.2/AN5698.2/AN6752.2
TRUE	FALSE	FALSE	TRUE	9	04146	Peroxisome	5	52	0.1	0.0369637841387758	0.223542885029739	AN1262.2/AN4056.2/AN5613.2/AN5698.2/AN6752.2
TRUE	FALSE	FALSE	TRUE	9	00410	beta-Alanine metabolism	3	27	0.11	0.0398239027203026	0.229892529339928	AN5435.2/AN6092.2/AN7278.2
TRUE	FALSE	FALSE	TRUE	9	00430	Taurine and hypotaurine metabolism	1	7	0.14	0.0430750285099167	0.237849070467801	AN7278.2
TRUE	FALSE	TRUE	TRUE	11	04139	Mitophagy - yeast	4	31	0.13	9.33009822295813e-06	0.00118492247431568	AN0914.2/AN1272.2/AN5588.2/AN8874.2
TRUE	FALSE	TRUE	TRUE	11	00260	Glycine, serine and threonine metabolism	3	48	0.06	0.00111068563153884	0.0622374043884252	AN1198.2/AN3031.2/AN5820.2
TRUE	FALSE	TRUE	TRUE	11	00750	Vitamin B6 metabolism	1	6	0.17	0.00147017490681319	0.0622374043884252	AN3031.2
TRUE	FALSE	TRUE	TRUE	11	03030	DNA replication	2	30	0.07	0.00307368472633399	0.097589490061104	AN5114.2/AN7994.2
TRUE	FALSE	TRUE	TRUE	11	00670	One carbon pool by folate	1	13	0.08	0.00727199447343288	0.145190266209374	AN1198.2
TRUE	FALSE	TRUE	TRUE	11	00565	Ether lipid metabolism	1	14	0.07	0.00842390660945802	0.145190266209374	AN2336.2
TRUE	FALSE	TRUE	TRUE	11	00900	Terpenoid backbone biosynthesis	1	20	0.05	0.016857311808795	0.162459162343358	AN2002.2
TRUE	FALSE	TRUE	TRUE	11	04136	Autophagy - other	1	20	0.05	0.016857311808795	0.162459162343358	AN7428.2
TRUE	FALSE	TRUE	TRUE	11	00562	Inositol phosphate metabolism	1	26	0.04	0.0276454147160313	0.184669576023409	AN2336.2
TRUE	FALSE	TRUE	TRUE	11	03050	Proteasome	1	35	0.03	0.0475423225755783	0.213145189042069	AN4731.2
TRUE	TRUE	FALSE	FALSE	12	00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1	22	0.05	0.000108817003716737	0.0138197594720256	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	00620	Pyruvate metabolism	1	40	0.02	0.000361097569952238	0.0207414666013425	AN2098.2
TRUE	TRUE	FALSE	FALSE	12	00260	Glycine, serine and threonine metabolism	1	48	0.02	0.000518205886690241	0.0207414666013425	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	01230	Biosynthesis of amino acids	1	127	0.01	0.00341238412672011	0.0236523632042496	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	01130	Biosynthesis of antibiotics	1	263	0	0.0130087360498646	0.035953640803675	AN5444.2
TRUE	TRUE	FALSE	FALSE	12	01110	Biosynthesis of secondary metabolites	1	358	0	0.0222534010585017	0.0398053793581651	AN5444.2
TRUE	TRUE	FALSE	TRUE	13	01100	Metabolic pathways	55	901	0.06	0.00153460041300844	0.137164142365494	AN0231.2/AN0259.2/AN0260.2/AN0299.2/AN0443.2/AN0551.2/AN0593.2/AN0667.2/AN0896.2/AN0913.2/AN1102.2/AN1246.2/AN1342.2/AN1503.2/AN1722.2/AN1901.2/AN2315.2/AN2440.2/AN2851.2/AN2875.2/AN2900.2/AN3033.2/AN3058.2/AN3059.2/AN3177.2/AN3188.2/AN3222.2/AN3309.2/AN3431.2/AN3432.2/AN3456.2/AN3894.2/AN4154.2/AN4353.2/AN4384.2/AN4401.2/AN4525.2/AN4569.2/AN4603.2/AN4774.2/AN5077.2/AN5585.2/AN5599.2/AN5725.2/AN5888.2/AN6209.2/AN7193.2/AN7388.2/AN7459.2/AN7469.2/AN7632.2/AN7684.2/AN7752.2/AN8755.2/AN9102.2
