hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
FALSE	FALSE	FALSE	TRUE	01	GO:0034501	protein localization to kinetochore	0.00057	17	7	1.62	0.412	3.244	AN2054,AN4513,AN4804,AN5057,AN5631,AN5815,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0070932	histone H3 deacetylation	0.00104	6	4	0.57	0.667	2.983	AN4493,AN7019,AN7461,AN8042
FALSE	FALSE	FALSE	TRUE	01	GO:0006997	nucleus organization	0.00128	31	8	2.95	0.258	2.893	AN0118,AN0420,AN3437,AN3910,AN4317,AN4493,AN5815,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0030466	chromatin silencing at silent mating-type cassette	0.00157	35	12	3.33	0.343	2.804	AN0297,AN1039,AN10621,AN1191,AN1491,AN1546,AN2973,AN4493,AN4783,AN4891,AN6687,AN8042
FALSE	FALSE	FALSE	TRUE	01	GO:0030448	hyphal growth	0.00162	188	31	17.86	0.165	2.79	AN0118,AN0163,AN0253,AN0268,AN10647,AN11032,AN11063,AN1168,AN1171,AN1191,AN1324,AN1560,AN2129,AN2246,AN2281,AN2516,AN3026,AN3095,AN3683,AN3841,AN4685,AN4743,AN4819,AN5057,AN6037,AN6225,AN6510,AN7032,AN8836,AN8848,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.00171	15	6	1.43	0.4	2.767	AN0305,AN0421,AN1434,AN2759,AN3167,AN6556
FALSE	FALSE	FALSE	TRUE	01	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.00171	15	6	1.43	0.4	2.767	AN0305,AN0421,AN1434,AN2759,AN3167,AN6556
FALSE	FALSE	FALSE	TRUE	01	GO:0043087	regulation of GTPase activity	0.00171	15	6	1.43	0.4	2.767	AN11500,AN4317,AN6590,AN6825,AN8828,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0030702	chromatin silencing at centromere	0.00174	30	9	2.85	0.3	2.759	AN10635,AN1191,AN1491,AN1546,AN4493,AN4783,AN6687,AN7461,AN8042
FALSE	FALSE	FALSE	TRUE	01	GO:0042254	ribosome biogenesis	0.00192	187	49	17.77	0.262	2.717	AN0305,AN0421,AN0465,AN0776,AN0843,AN10175,AN10280,AN10712,AN10719,AN10943,AN11145,AN11773,AN1228,AN1345,AN1434,AN1875,AN2292,AN2759,AN3096,AN3167,AN3172,AN3313,AN3455,AN3745,AN3823,AN4060,AN4087,AN4226,AN4916,AN5222,AN5520,AN5702,AN5865,AN5979,AN5997,AN6171,AN6202,AN6310,AN6334,AN6374,AN6556,AN6561,AN6585,AN6632,AN7424,AN7526,AN8870,AN9398,AN9468
FALSE	FALSE	FALSE	TRUE	01	GO:0000028	ribosomal small subunit assembly	0.00217	11	5	1.05	0.455	2.664	AN0421,AN3172,AN5222,AN5979,AN6632
FALSE	FALSE	FALSE	TRUE	01	GO:0007534	gene conversion at mating-type locus	0.00224	7	4	0.67	0.571	2.65	AN10621,AN10755,AN3749,AN4331
FALSE	FALSE	FALSE	TRUE	01	GO:0061780	mitotic cohesin loading	0.00224	7	4	0.67	0.571	2.65	AN2143,AN6364,AN7296,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0016559	peroxisome fission	0.00224	7	4	0.67	0.571	2.65	AN1921,AN4492,AN6225,AN6867
FALSE	FALSE	FALSE	TRUE	01	GO:0006348	chromatin silencing at telomere	0.00286	43	11	4.09	0.256	2.544	AN11067,AN1546,AN2973,AN4493,AN4891,AN6214,AN6677,AN7461,AN8042,AN9116,AN9399
FALSE	FALSE	FALSE	TRUE	01	GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.00315	35	9	3.33	0.257	2.502	AN0118,AN0316,AN0420,AN1560,AN2128,AN4513,AN5057,AN8783,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0000731	DNA synthesis involved in DNA repair	0.00315	15	7	1.43	0.467	2.502	AN10087,AN10755,AN2163,AN2446,AN3909,AN7325,AN7439
FALSE	FALSE	FALSE	TRUE	01	GO:0048315	conidium formation	0.00368	132	22	12.54	0.167	2.434	AN0081,AN0420,AN0636,AN10635,AN11032,AN11063,AN1168,AN1171,AN1311,AN1324,AN1491,AN2129,AN3095,AN3437,AN4263,AN4819,AN6037,AN6510,AN7032,AN7697,AN8273,AN8836
FALSE	FALSE	FALSE	TRUE	01	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.00415	8	4	0.76	0.5	2.382	AN1521,AN3602,AN4585,AN7628
FALSE	FALSE	FALSE	TRUE	01	GO:0042276	error-prone translesion synthesis	0.00415	8	4	0.76	0.5	2.382	AN10087,AN2163,AN3909,AN7439
FALSE	FALSE	FALSE	TRUE	01	GO:0051345	positive regulation of hydrolase activity	0.00515	13	5	1.24	0.385	2.288	AN0420,AN4317,AN5686,AN5814,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0015031	protein transport	0.0065	310	63	29.45	0.203	2.187	AN0112,AN0261,AN0349,AN0819,AN0843,AN0906,AN10215,AN10526,AN1068,AN10710,AN1089,AN10943,AN11063,AN1157,AN1190,AN1245,AN12491,AN1345,AN1560,AN1973,AN2050,AN2281,AN2480,AN2925,AN3026,AN3172,AN3455,AN3745,AN3842,AN3843,AN3934,AN4053,AN4060,AN4087,AN4167,AN4318,AN4743,AN4782,AN5100,AN5113,AN5519,AN5632,AN5693,AN5717,AN5824,AN5865,AN5997,AN6006,AN6248,AN6269,AN6306,AN6334,AN6510,AN6556,AN6580,AN6591,AN6632,AN7029,AN7047,AN8836,AN9124,AN9396,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:1902975	mitotic DNA replication initiation	0.0069	16	5	1.52	0.312	2.161	AN1019,AN10755,AN2491,AN5574,AN7439
FALSE	FALSE	FALSE	TRUE	01	GO:0030010	establishment of cell polarity	0.0069	46	12	4.37	0.261	2.161	AN0118,AN0268,AN11145,AN1171,AN12237,AN1324,AN2756,AN3622,AN4685,AN4743,AN7462,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0006570	tyrosine metabolic process	0.00691	9	4	0.86	0.444	2.161	AN1897,AN1898,AN1899,AN5644
FALSE	FALSE	FALSE	TRUE	01	GO:0000280	nuclear division	0.00706	164	34	15.58	0.207	2.151	AN0118,AN0253,AN0316,AN10206,AN11032,AN1399,AN1560,AN1922,AN2128,AN2143,AN3026,AN3437,AN3648,AN3749,AN3806,AN3846,AN3910,AN4493,AN4513,AN4597,AN4804,AN4996,AN5057,AN5494,AN5631,AN5815,AN5899,AN6364,AN6728,AN7296,AN7499,AN8013,AN8827,AN8836
FALSE	FALSE	FALSE	TRUE	01	GO:0006665	sphingolipid metabolic process	0.00738	33	6	3.14	0.182	2.132	AN11072,AN1165,AN1522,AN2464,AN4912,AN5644
FALSE	FALSE	FALSE	TRUE	01	GO:0051293	establishment of spindle localization	0.00738	5	3	0.48	0.6	2.132	AN0118,AN0420,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0000266	mitochondrial fission	0.00738	5	3	0.48	0.6	2.132	AN4492,AN6225,AN6867
FALSE	FALSE	FALSE	TRUE	01	GO:0051097	negative regulation of helicase activity	0.00738	5	3	0.48	0.6	2.132	AN10497,AN12491,AN2491
FALSE	FALSE	FALSE	TRUE	01	GO:0051014	actin filament severing	0.00738	5	3	0.48	0.6	2.132	AN0999,AN2317,AN5686
FALSE	FALSE	FALSE	TRUE	01	GO:0032780	negative regulation of ATPase activity	0.00738	5	3	0.48	0.6	2.132	AN12491,AN2491,AN5686
FALSE	FALSE	FALSE	TRUE	01	GO:0098783	correction of merotelic kinetochore attachment, mitotic	0.00738	5	3	0.48	0.6	2.132	AN3648,AN5057,AN5815
FALSE	FALSE	FALSE	TRUE	01	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	0.00739	14	5	1.33	0.357	2.131	AN1560,AN4513,AN4804,AN5057,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0030835	negative regulation of actin filament depolymerization	0.00901	7	3	0.67	0.429	2.045	AN12237,AN5686,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0006273	lagging strand elongation	0.00901	7	3	0.67	0.429	2.045	AN10087,AN10635,AN7325
FALSE	FALSE	FALSE	TRUE	01	GO:0031125	rRNA 3'-end processing	0.00901	9	3	0.86	0.333	2.045	AN11773,AN3172,AN3823
FALSE	FALSE	FALSE	TRUE	01	GO:0009167	purine ribonucleoside monophosphate metabolic process	0.00902	96	11	9.12	0.115	2.045	AN0252,AN10032,AN10188,AN11499,AN4743,AN5162,AN5842,AN6037,AN6251,AN6993,AN8872
FALSE	FALSE	FALSE	TRUE	01	GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	0.00906	92	16	8.74	0.174	2.043	AN0118,AN0163,AN0305,AN10701,AN1546,AN3095,AN4202,AN4380,AN4685,AN6496,AN6687,AN7697,AN7766,AN8044,AN8836,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0040009	regulation of growth rate	0.00943	39	9	3.71	0.231	2.025	AN0118,AN0163,AN0636,AN10489,AN1491,AN2129,AN4163,AN4783,AN8273
FALSE	FALSE	FALSE	TRUE	01	GO:0042273	ribosomal large subunit biogenesis	0.01008	58	13	5.51	0.224	1.997	AN0776,AN10943,AN1228,AN1875,AN3745,AN5520,AN5702,AN5865,AN6202,AN6310,AN6374,AN6556,AN7424
FALSE	FALSE	FALSE	TRUE	01	GO:0016558	protein import into peroxisome matrix	0.01064	15	5	1.43	0.333	1.973	AN10215,AN2925,AN4318,AN5113,AN7029
FALSE	FALSE	FALSE	TRUE	01	GO:0051017	actin filament bundle assembly	0.01066	10	4	0.95	0.4	1.972	AN1324,AN5686,AN8862,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0009267	cellular response to starvation	0.0113	146	25	13.87	0.171	1.947	AN0118,AN0163,AN0305,AN0953,AN0978,AN10701,AN12206,AN1546,AN1731,AN2246,AN3095,AN3592,AN4163,AN4202,AN4380,AN4685,AN5057,AN5635,AN6496,AN6687,AN7697,AN7766,AN8044,AN8836,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:1990542	mitochondrial transmembrane transport	0.01357	44	11	4.18	0.25	1.867	AN0349,AN1059,AN3843,AN5693,AN6248,AN6306,AN6510,AN6690,AN7569,AN8762,AN8881
FALSE	FALSE	FALSE	TRUE	01	GO:0000183	chromatin silencing at rDNA	0.01366	21	7	2	0.333	1.865	AN0253,AN1546,AN2973,AN4493,AN7461,AN8042,AN9116
FALSE	FALSE	FALSE	TRUE	01	GO:0007063	regulation of sister chromatid cohesion	0.01373	6	3	0.57	0.5	1.862	AN2143,AN7296,AN7499
FALSE	FALSE	FALSE	TRUE	01	GO:0006085	acetyl-CoA biosynthetic process	0.01373	6	3	0.57	0.5	1.862	AN4830,AN5162,AN9403
FALSE	FALSE	FALSE	TRUE	01	GO:0000755	cytogamy	0.01373	6	3	0.57	0.5	1.862	AN4685,AN5686,AN7743
FALSE	FALSE	FALSE	TRUE	01	GO:0006751	glutathione catabolic process	0.01373	6	3	0.57	0.5	1.862	AN10444,AN1092,AN5658
FALSE	FALSE	FALSE	TRUE	01	GO:0009826	unidimensional cell growth	0.01375	16	5	1.52	0.312	1.862	AN0106,AN1168,AN2464,AN4743,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0051666	actin cortical patch localization	0.01375	16	5	1.52	0.312	1.862	AN10804,AN2516,AN4685,AN5100,AN5686
FALSE	FALSE	FALSE	TRUE	01	GO:0006418	tRNA aminoacylation for protein translation	0.0149	35	8	3.33	0.229	1.827	AN1913,AN3702,AN3824,AN5662,AN7479,AN8800,AN8867,AN9157
FALSE	FALSE	FALSE	TRUE	01	GO:0034613	cellular protein localization	0.01929	414	86	39.33	0.208	1.715	AN0112,AN0261,AN0349,AN0819,AN0843,AN0906,AN10215,AN10526,AN1068,AN10710,AN1089,AN10943,AN11004,AN11032,AN1157,AN1190,AN12237,AN1245,AN12491,AN1345,AN1560,AN1638,AN1973,AN2050,AN2054,AN2143,AN2281,AN2480,AN2756,AN2925,AN3026,AN3172,AN3437,AN3455,AN3648,AN3745,AN3842,AN3843,AN3934,AN4053,AN4060,AN4087,AN4317,AN4318,AN4493,AN4513,AN4685,AN4743,AN4804,AN5057,AN5100,AN5113,AN5494,AN5519,AN5631,AN5693,AN5717,AN5815,AN5824,AN5865,AN5915,AN5997,AN6006,AN6147,AN6248,AN6306,AN6334,AN6351,AN6364,AN6510,AN6556,AN6580,AN6590,AN6591,AN6632,AN6687,AN7029,AN7047,AN7296,AN7462,AN7499,AN8836,AN8862,AN9124,AN9398,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0006888	ER to Golgi vesicle-mediated transport	0.02059	44	9	4.18	0.205	1.686	AN0261,AN10313,AN10878,AN11500,AN3026,AN4317,AN6825,AN8488,AN8828
FALSE	FALSE	FALSE	TRUE	01	GO:0042274	ribosomal small subunit biogenesis	0.0213	70	27	6.65	0.386	1.672	AN0305,AN0421,AN0465,AN10719,AN1345,AN1434,AN2292,AN2759,AN3167,AN3172,AN3313,AN3745,AN3823,AN4060,AN4226,AN5222,AN5702,AN5979,AN6171,AN6556,AN6561,AN6585,AN6632,AN7526,AN8870,AN9398,AN9468
FALSE	FALSE	FALSE	TRUE	01	GO:0031122	cytoplasmic microtubule organization	0.02154	12	4	1.14	0.333	1.667	AN0118,AN0316,AN1324,AN4513
FALSE	FALSE	FALSE	TRUE	01	GO:0006906	vesicle fusion	0.02154	12	4	1.14	0.333	1.667	AN10878,AN1229,AN1973,AN8488
FALSE	FALSE	FALSE	TRUE	01	GO:0090529	cell septum assembly	0.02221	35	8	3.33	0.229	1.653	AN10635,AN11032,AN1560,AN5057,AN5518,AN5885,AN7032,AN8244
FALSE	FALSE	FALSE	TRUE	01	GO:0045835	negative regulation of meiotic nuclear division	0.02232	12	4	1.14	0.333	1.651	AN3806,AN4493,AN5494,AN5815
FALSE	FALSE	FALSE	TRUE	01	GO:1903313	positive regulation of mRNA metabolic process	0.02235	7	3	0.67	0.429	1.651	AN1521,AN4936,AN6632
FALSE	FALSE	FALSE	TRUE	01	GO:0020012	evasion or tolerance of host immune response	0.02235	7	3	0.67	0.429	1.651	AN1131,AN1158,AN7697
FALSE	FALSE	FALSE	TRUE	01	GO:0043153	entrainment of circadian clock by photoperiod	0.02235	7	3	0.67	0.429	1.651	AN1491,AN2129,AN4783
FALSE	FALSE	FALSE	TRUE	01	GO:0042401	cellular biogenic amine biosynthetic process	0.02235	7	3	0.67	0.429	1.651	AN0687,AN3634,AN3846
FALSE	FALSE	FALSE	TRUE	01	GO:0009226	nucleotide-sugar biosynthetic process	0.02235	7	3	0.67	0.429	1.651	AN10710,AN6182,AN9094
FALSE	FALSE	FALSE	TRUE	01	GO:0031532	actin cytoskeleton reorganization	0.02235	7	3	0.67	0.429	1.651	AN1324,AN5686,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0043666	regulation of phosphoprotein phosphatase activity	0.02235	7	3	0.67	0.429	1.651	AN1168,AN1400,AN5814
FALSE	FALSE	FALSE	TRUE	01	GO:0000469	cleavage involved in rRNA processing	0.02492	45	15	4.28	0.333	1.603	AN0305,AN0421,AN0776,AN11773,AN1434,AN2759,AN3167,AN3172,AN3745,AN3823,AN6556,AN6561,AN6632,AN7424,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0048589	developmental growth	0.02518	19	7	1.81	0.368	1.599	AN0106,AN1168,AN2129,AN2464,AN4743,AN4783,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:0030838	positive regulation of actin filament polymerization	0.0252	24	7	2.28	0.292	1.599	AN0306,AN12237,AN1324,AN2317,AN4743,AN5686,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0045017	glycerolipid biosynthetic process	0.02527	50	8	4.75	0.16	1.597	AN0636,AN10701,AN11072,AN1263,AN2261,AN4303,AN4992,AN6496
FALSE	FALSE	FALSE	TRUE	01	GO:1990822	basic amino acid transmembrane transport	0.02529	11	4	1.05	0.364	1.597	AN12206,AN4478,AN5198,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0016973	poly(A)+ mRNA export from nucleus	0.02883	19	5	1.81	0.263	1.54	AN1157,AN1190,AN12491,AN4053,AN9398
FALSE	FALSE	FALSE	TRUE	01	GO:0010948	negative regulation of cell cycle process	0.03261	95	19	9.03	0.2	1.487	AN0872,AN1019,AN10701,AN2128,AN2143,AN2246,AN3648,AN3806,AN4493,AN4513,AN4530,AN4936,AN5057,AN5494,AN5815,AN6147,AN6590,AN6896,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0016575	histone deacetylation	0.03298	14	7	1.33	0.5	1.482	AN11067,AN1546,AN3806,AN4493,AN7019,AN7461,AN8042
FALSE	FALSE	FALSE	TRUE	01	GO:0071214	cellular response to abiotic stimulus	0.03305	129	17	12.26	0.132	1.481	AN0423,AN10087,AN1168,AN2246,AN2278,AN2446,AN3095,AN3583,AN3797,AN4685,AN5057,AN5635,AN6300,AN6303,AN6517,AN7325,AN7697
FALSE	FALSE	FALSE	TRUE	01	GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	0.03326	8	3	0.76	0.375	1.478	AN0872,AN2246,AN5494
FALSE	FALSE	FALSE	TRUE	01	GO:0019388	galactose catabolic process	0.03326	8	3	0.76	0.375	1.478	AN0423,AN2867,AN6182
FALSE	FALSE	FALSE	TRUE	01	GO:0006497	protein lipidation	0.03329	32	5	3.04	0.156	1.478	AN0636,AN11004,AN11019,AN5824,AN6496
FALSE	FALSE	FALSE	TRUE	01	GO:0000920	septum digestion after cytokinesis	0.03553	20	5	1.9	0.25	1.449	AN0118,AN1521,AN3095,AN5057,AN8879
FALSE	FALSE	FALSE	TRUE	01	GO:0006635	fatty acid beta-oxidation	0.03739	14	4	1.33	0.286	1.427	AN10215,AN5646,AN5916,AN6752
FALSE	FALSE	FALSE	TRUE	01	GO:0006364	rRNA processing	0.03958	133	37	12.64	0.278	1.403	AN0305,AN0421,AN0465,AN0776,AN10280,AN10719,AN10943,AN11145,AN11773,AN1228,AN1345,AN1434,AN2292,AN2759,AN3167,AN3172,AN3313,AN3455,AN3745,AN3823,AN4226,AN5222,AN5520,AN5865,AN6171,AN6202,AN6310,AN6374,AN6556,AN6561,AN6585,AN6632,AN7424,AN7526,AN8870,AN9398,AN9468
FALSE	FALSE	FALSE	TRUE	01	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0431	21	5	2	0.238	1.366	AN0776,AN10943,AN1228,AN6374,AN7424
FALSE	FALSE	FALSE	TRUE	01	GO:0001302	replicative cell aging	0.0431	21	5	2	0.238	1.366	AN2464,AN2925,AN4493,AN6717,AN9116
FALSE	FALSE	FALSE	TRUE	01	GO:0034629	cellular protein-containing complex localization	0.0431	21	5	2	0.238	1.366	AN2054,AN3437,AN4317,AN5057,AN7296
FALSE	FALSE	FALSE	TRUE	01	GO:0000070	mitotic sister chromatid segregation	0.0452	84	21	7.98	0.25	1.345	AN0118,AN0253,AN10206,AN1560,AN1922,AN2128,AN2143,AN3648,AN3910,AN4513,AN4597,AN4804,AN4996,AN5057,AN5631,AN5815,AN5899,AN6364,AN7296,AN7499,AN8013
FALSE	FALSE	FALSE	TRUE	01	GO:0051056	regulation of small GTPase mediated signal transduction	0.04627	35	7	3.33	0.2	1.335	AN0112,AN0113,AN1560,AN3092,AN5057,AN6590,AN9463
FALSE	FALSE	FALSE	TRUE	01	GO:0007052	mitotic spindle organization	0.04634	31	6	2.95	0.194	1.334	AN0316,AN1560,AN2128,AN4513,AN5057,AN8783
FALSE	FALSE	FALSE	TRUE	01	GO:0007076	mitotic chromosome condensation	0.04639	15	4	1.43	0.267	1.334	AN0253,AN4597,AN5815,AN5899
FALSE	FALSE	FALSE	TRUE	01	GO:0051568	histone H3-K4 methylation	0.0464	16	4	1.52	0.25	1.333	AN1191,AN2850,AN6677,AN9399
FALSE	FALSE	FALSE	TRUE	01	GO:0006342	chromatin silencing	0.04641	89	23	8.46	0.258	1.333	AN0253,AN0297,AN10280,AN1039,AN10621,AN10635,AN11067,AN1191,AN1491,AN1546,AN2973,AN4493,AN4783,AN4891,AN6147,AN6214,AN6677,AN6687,AN7461,AN8042,AN9116,AN9120,AN9399
FALSE	FALSE	FALSE	TRUE	01	GO:0045005	DNA-dependent DNA replication maintenance of fidelity	0.04641	27	5	2.57	0.185	1.333	AN10414,AN10621,AN5494,AN6896,AN7439
FALSE	FALSE	FALSE	TRUE	01	GO:0007095	mitotic G2 DNA damage checkpoint	0.04644	9	3	0.86	0.333	1.333	AN5494,AN6147,AN6896
FALSE	FALSE	FALSE	TRUE	01	GO:1902440	protein localization to mitotic spindle pole body	0.04644	9	3	0.86	0.333	1.333	AN11032,AN1560,AN5057
FALSE	FALSE	FALSE	TRUE	01	GO:1904262	negative regulation of TORC1 signaling	0.04644	9	3	0.86	0.333	1.333	AN0953,AN2246,AN6590
FALSE	FALSE	FALSE	TRUE	01	GO:0000282	cellular bud site selection	0.04644	9	3	0.86	0.333	1.333	AN1324,AN3622,AN4685
FALSE	FALSE	FALSE	TRUE	01	GO:0060237	regulation of fungal-type cell wall organization	0.04644	9	3	0.86	0.333	1.333	AN1158,AN4167,AN4873
FALSE	FALSE	FALSE	TRUE	01	GO:0043392	negative regulation of DNA binding	0.04644	9	3	0.86	0.333	1.333	AN2143,AN7296,AN7554
FALSE	FALSE	FALSE	TRUE	01	GO:0048468	cell development	0.04672	213	31	20.24	0.146	1.33	AN0081,AN0118,AN0420,AN0636,AN10635,AN11032,AN11063,AN1168,AN1171,AN1311,AN1324,AN1491,AN2129,AN2856,AN3095,AN3437,AN3648,AN4263,AN4288,AN4819,AN5619,AN5635,AN6037,AN6510,AN7032,AN7570,AN7697,AN7770,AN8244,AN8273,AN8836
FALSE	FALSE	FALSE	TRUE	01	GO:0010876	lipid localization	0.04722	42	9	3.99	0.214	1.326	AN1014,AN1059,AN10622,AN11072,AN4912,AN4992,AN5100,AN5879,AN8836
FALSE	FALSE	FALSE	TRUE	01	GO:0045842	positive regulation of mitotic metaphase/anaphase transition	0.04727	15	4	1.43	0.267	1.325	AN1560,AN1922,AN4513,AN8013
FALSE	FALSE	FALSE	TRUE	01	GO:0044380	protein localization to cytoskeleton	0.04736	17	5	1.62	0.294	1.325	AN11032,AN12237,AN1560,AN5057,AN8862
FALSE	FALSE	FALSE	TRUE	01	GO:1903829	positive regulation of cellular protein localization	0.04739	20	5	1.9	0.25	1.324	AN1089,AN1560,AN3648,AN7499,AN8836
FALSE	FALSE	FALSE	TRUE	01	GO:0065004	protein-DNA complex assembly	0.04739	63	9	5.99	0.143	1.324	AN0872,AN10489,AN1353,AN2491,AN4804,AN4891,AN6549,AN6896,AN7440
FALSE	FALSE	TRUE	FALSE	02	GO:0000022	mitotic spindle elongation	0.0011	13	2	0.05	0.154	2.959	AN3579,AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0032388	positive regulation of intracellular transport	0.0038	13	2	0.05	0.154	2.42	AN4862,AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0060236	regulation of mitotic spindle organization	0.0191	5	1	0.02	0.2	1.719	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0006465	signal peptide processing	0.0191	5	1	0.02	0.2	1.719	AN11133
FALSE	FALSE	TRUE	FALSE	02	GO:0051260	protein homooligomerization	0.0191	5	1	0.02	0.2	1.719	AN8751
